問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
clean,そうじする、きれいな,動詞にも形容詞にも使う,I clean my room every Sunday.,10,,,,,,
wash,洗う,,"Wash the dishes, please.",10,,,,,,
dish,皿、料理,意味が2つある,This dish is delicious.,10,,,,,,
wear,身につけている,着ている状態を表す,She is wearing a red coat.,10,,,,,,
dress,ドレス、服を着せる,名詞にも動詞にも使う,She bought a new dress.,10,,,,,,
coat,コート,,Put on your coat.,10,,,,,,
pocket,ポケット,,The key is in my pocket.,10,,,,,,
button,ボタン,,Push the red button.,10,,,,,,
curtain,カーテン,,Please close the curtains.,10,,,,,,
shelf,たな,複数形は shelves,Put the book on the shelf.,10,,,,,,
drawer,引き出し,draw（引く）から生まれた語,The pens are in the drawer.,10,,,,,,
mirror,鏡,,Look at yourself in the mirror.,10,,,,,,
blanket,毛布,,It is cold. Use this blanket.,10,,,,,,
refrigerator,冷蔵庫,fridge とも言う,The milk is in the refrigerator.,10,,,,,,
stove,こんろ、ストーブ,,Do not touch the stove.,10,,,,,,
sink,流し,,The dishes are in the sink.,10,,,,,,
garage,車庫,,The car is in the garage.,10,,,,,,
roof,屋根,,A bird is on the roof.,10,,,,,,
stairs,階段,いつも複数形で使う,Be careful on the stairs.,10,,,,,,
elevator,エレベーター,イギリスでは lift,Take the elevator to the fifth floor.,10,,,,,,
