問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
capacity for,～の能力,2語で1つの意味,Humans have a capacity for change.,10,,,,,,
demand for,～への需要,2語で1つの意味,Demand for housing is rising.,10,,,,,,
exposure to,～にさらされること,2語で1つの意味,Exposure to English helps a lot.,10,,,,,,
influence on,～への影響,2語で1つの意味,Music has an influence on mood.,10,,,,,,
access to,～への利用,2語で1つの意味,Access to clean water is a right.,10,,,,,,
response to,～への反応,2語で1つの意味,The response to the survey was good.,10,,,,,,
solution to,～の解決策,2語で1つの意味,There is no easy solution to this.,10,,,,,,
approach to,～への取り組み方,2語で1つの意味,We need a new approach to teaching.,10,,,,,,
attitude toward,～への態度,2語で1つの意味,His attitude toward work changed.,10,,,,,,
commitment to,～への献身,2語で1つの意味,Her commitment to the team is strong.,10,,,,,,
emphasis on,～の重視,2語で1つの意味,There is emphasis on safety.,10,,,,,,
focus on,～への集中,2語で1つの意味,The focus on quality never changed.,10,,,,,,
impact on,～への影響,2語で1つの意味,The law had an impact on jobs.,10,,,,,,
insight into,～への洞察,2語で1つの意味,The book gives insight into history.,10,,,,,,
perspective of,～の視点,2語で1つの意味,Take the perspective of the reader.,10,,,,,,
potential for,～の可能性,2語で1つの意味,There is potential for growth.,10,,,,,,
preference for,～への好み,2語で1つの意味,She has a preference for tea.,10,,,,,,
tendency toward,～への傾向,2語で1つの意味,There is a tendency toward shorter texts.,10,,,,,,
threat to,～への脅威,2語で1つの意味,Pollution is a threat to health.,10,,,,,,
trust in,～への信頼,2語で1つの意味,Trust in the media has fallen.,10,,,,,,
