問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
overhaul,総点検、見直し,,The system needs an overhaul.,10,,,,,,
oversight,見落とし、監督,意味が2つある,That was an oversight.,10,,,,,,
pitfall,落とし穴,pit（穴）＋ fall（落ちる）,Watch out for common pitfalls.,10,,,,,,
precedent,前例,precede（先行する）から,There is no precedent for this.,10,,,,,,
prerequisite,前提条件,pre（前）＋ requisite（必要なもの）,Math is a prerequisite.,10,,,,,,
prevalence,普及、蔓延,prevail（広まる）から,The prevalence of smartphones is high.,10,,,,,,
proximity,近さ,,The proximity to the station helps.,10,,,,,,
quest,探求,,The quest for truth continues.,10,,,,,,
reservation about,～への懸念,2語で1つの意味,I have reservations about the plan.,10,,,,,,
resilience of,～の回復力,2語で1つの意味,The resilience of the community impressed us.,10,,,,,,
scrutiny,精査,scrutinize（精査する）から,The plan came under scrutiny.,10,,,,,,
setback,後退、つまずき,set（置く）＋ back（後ろ）,The project had a setback.,10,,,,,,
shortfall,不足額,short（不足）＋ fall（落ちる）,There is a budget shortfall.,10,,,,,,
stimulus,刺激、景気対策,複数形は stimuli,The stimulus boosted demand.,10,,,,,,
subsidy program,補助金制度,2語で1つの意味,The subsidy program ends in March.,10,,,,,,
trajectory,軌道、進路,,The company is on a growth trajectory.,10,,,,,,
trait,特徴、特性,,Patience is a useful trait.,10,,,,,,
undertaking,事業、企て,undertake（引き受ける）から,It was a huge undertaking.,10,,,,,,
vicinity,近所、付近,,There are shops in the vicinity.,10,,,,,,
watershed,転換点、分水嶺,,It was a watershed moment.,10,,,,,,
