問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
overjoyed,大喜びの,over（すっかり）＋ joy（喜び）,She was overjoyed at the news.,10,,,,,,
overnight,一晩の、一夜のうちに,,We took an overnight train.,10,,,,,,
overwhelm,圧倒する,,The work overwhelmed him.,10,,,,,,
overwhelming,圧倒的な,overwhelm から,They won by an overwhelming margin.,10,,,,,,
overwork,働きすぎ、働かせすぎる,over（〜しすぎ）＋ work,He fell ill from overwork.,10,,,,,,
owe,借りがある、おかげである,,I owe you ten pounds.,10,,,,,,
owing,未払いの,owing to（〜のために）の形でも使う,The rent is still owing.,10,,,,,,
pace,歩調、速さ,,He walked at a slow pace.,10,,,,,,
packing,荷造り,pack（詰める）から,I finished my packing.,10,,,,,,
paddle,かい、水をかいて進む,意味が2つある,She paddled the canoe.,10,,,,,,
paid,支払い済みの、有給の,pay の形が変わったもの,She has three weeks of paid leave.,10,,,,,,
pain,痛み、苦しみ,painful（痛い）の仲間,I feel a pain in my knee.,10,,,,,,
painful,痛い、つらい,,The treatment was painful.,10,,,,,,
pale,青白い、うすい色の,,She looked pale this morning.,10,,,,,,
palm,てのひら、ヤシの木,意味が2つある,He held the coin in his palm.,10,,,,,,
parachute,パラシュート,,The parachute opened at once.,10,,,,,,
paradise,楽園,,The island is a paradise.,10,,,,,,
paralyse,まひさせる,英国のつづり,The snow paralysed the city.,10,,,,,,
paralyze,まひさせる,米国のつづり。paralyse と同じ,Fear paralyzed him.,10,,,,,,
parcel,小包,,A parcel arrived for you.,10,,,,,,
