問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
angel,天使,,She sings like an angel.,10,,,,,,
angrily,怒って,angry（怒った）＋ ly,He shouted angrily.,10,,,,,,
ankle,足首,,I twisted my ankle.,10,,,,,,
anniversary,記念日,,Today is our anniversary.,10,,,,,,
annoy,いらいらさせる,,The noise annoys me.,10,,,,,,
annoying,わずらわしい,annoy（いらだたせる）から,That sound is annoying.,10,,,,,,
anyway,とにかく,,"Anyway, let us start.",10,,,,,,
apart,離れて,apart from ～ で「～は別として」,They live apart.,10,,,,,,
asleep,眠って,awake の反対,The baby is asleep.,10,,,,,,
assistant,助手,assist（助ける）＋ ant,She works as an assistant.,10,,,,,,
association,協会、連想,意味が2つある,He joined a sports association.,10,,,,,,
astronaut,宇宙飛行士,astro（星）＋ naut（航行者）,The astronaut returned safely.,10,,,,,,
attack,攻撃、攻撃する,名詞にも動詞にも使う,The team attacked from the left.,10,,,,,,
attempt,試み、試みる,,It was his first attempt.,10,,,,,,
attractive,魅力的な,attract（引きつける）から,The design is attractive.,10,,,,,,
automatically,自動的に,automatic（自動の）＋ ally,The door opens automatically.,10,,,,,,
award,賞,,She won an award.,10,,,,,,
awful,ひどい,,The weather was awful.,10,,,,,,
badly,ひどく、下手に,bad（悪い）＋ ly,He was badly injured.,10,,,,,,
balloon,風船,,The balloon flew away.,10,,,,,,
