問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
missing,行方不明の、欠けた,miss（のがす）から,One page is missing.,10,,,,,,
mix,混ぜる,,Mix the eggs and flour.,10,,,,,,
mood,気分,,She is in a good mood.,10,,,,,,
mosque,モスク,,The mosque is very old.,10,,,,,,
mostly,たいてい,most（大部分）＋ ly,The class is mostly girls.,10,,,,,,
motorway,高速道路,イギリスでの言い方,We drove on the motorway.,10,,,,,,
MP3 player,音楽プレーヤー,2語で1つの意味,My MP3 player is old.,10,,,,,,
Ms.,～さん,未婚・既婚を問わない敬称,Ms. Suzuki is our teacher.,10,,,,,,
mug,マグカップ,,Pour it into a mug.,10,,,,,,
murder,殺人,,The novel is about a murder.,10,,,,,,
musical,ミュージカル、音楽の,意味が2つある,We saw a musical in Tokyo.,10,,,,,,
mysterious,不思議な,mystery（なぞ）から,A mysterious light appeared.,10,,,,,,
mystery,なぞ,,The cause remains a mystery.,10,,,,,,
nation,国、国民,national（国の）から,The whole nation watched.,10,,,,,,
national,国の,nation（国）から,This is a national holiday.,10,,,,,,
native,生まれつきの、母語の,,She is a native speaker.,10,,,,,,
negative,否定的な、マイナスの,positive の反対,He gave a negative answer.,10,,,,,,
positive,積極的な、プラスの,negative の反対,Stay positive.,10,,,,,,
net,網,,The ball hit the net.,10,,,,,,
next to,～のとなりに,2語で1つの意味,Sit next to me.,10,,,,,,
