問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
weather report,天気予報,2語で1つの意味,I watch the weather report every morning.,10,,,,,,
sunny,晴れた,sun（太陽）＋ ny,It is sunny today.,10,,,,,,
cloudy,くもった,cloud（雲）＋ y,It was cloudy all day.,10,,,,,,
rainy,雨の,rain（雨）＋ y,June is a rainy month.,10,,,,,,
windy,風の強い,wind（風）＋ y,It is windy outside.,10,,,,,,
snowy,雪の,snow（雪）＋ y,It is snowy in Hokkaido.,10,,,,,,
warm,あたたかい,hot ほど強くない,It is warm this afternoon.,10,,,,,,
cool,すずしい、かっこいい,意味が2つある,The evening is cool.,10,,,,,,
degree,度,,It is thirty degrees today.,10,,,,,,
New Year,新年,2語で1つの意味。大文字で始める,We visit a shrine on New Year.,10,,,,,,
Christmas,クリスマス,大文字で始める,We have a party on Christmas.,10,,,,,,
birthday party,誕生日会,2語で1つの意味,I went to her birthday party.,10,,,,,,
concert,コンサート,,The concert starts at seven.,10,,,,,,
event,行事、できごと,,The school event was fun.,10,,,,,,
parade,パレード、行進,,We watched the parade.,10,,,,,,
fireworks,花火,いつも複数形で使う,We saw fireworks in summer.,10,,,,,,
costume,衣装,,She wore a nice costume.,10,,,,,,
celebrate,祝う,,We celebrate his birthday.,10,,,,,,
invitation,招待、招待状,invite（招待する）から,I got an invitation to the party.,10,,,,,,
