問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
apartment,アパート、マンション,,They live in an apartment.,10,,,,,,
rent,家賃、借りる,名詞にも動詞にも使う,The rent is high in Tokyo.,10,,,,,,
furniture,家具,数えない名詞,We bought new furniture.,10,,,,,,
appliance,家電製品,,This store sells home appliances.,10,,,,,,
ceiling,天井,,The ceiling is very high.,10,,,,,,
balcony,ベランダ,,She hung the clothes on the balcony.,10,,,,,,
corridor,廊下,,Do not run in the corridor.,10,,,,,,
storage,収納、保管,store（しまう）から,We need more storage space.,10,,,,,,
repair,修理する、修理,,The roof needs repair.,10,,,,,,
decorate,飾る,,We decorated the room for the party.,10,,,,,,
comfortable,快適な,,This chair is comfortable.,10,,,,,,
convenient,便利な,,The location is convenient.,10,,,,,,
spacious,広々とした,space（空間）から,The living room is spacious.,10,,,,,,
neighborhood,近所、地域,neighbor（隣人）から,This is a quiet neighborhood.,10,,,,,,
landlord,家主、大家,,I asked the landlord about the noise.,10,,,,,,
lease,賃貸契約,,The lease is for two years.,10,,,,,,
utility,公共料金、水道光熱,,The rent includes utilities.,10,,,,,,
insulation,断熱,,Good insulation saves energy.,10,,,,,,
security,安全、防犯,secure（安全な）から,The building has good security.,10,,,,,,
move in,引っ越してくる,2語で1つの意味,We moved in last month.,10,,,,,,
