問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
eager,熱心な、しきりに〜したがる,,She is eager to learn.,10,,,,,,
eagerness,熱心さ,eager（熱心な）から,His eagerness surprised us.,10,,,,,,
earache,耳の痛み,ear ＋ ache（痛み）,I have an earache.,10,,,,,,
earnest,まじめな、真剣な,,He made an earnest promise.,10,,,,,,
eastern,東の,east（東）から,They live in the eastern part.,10,,,,,,
easy-going,のんきな、おおらかな,,My uncle is easy-going.,10,,,,,,
easygoing,のんきな、おおらかな,easy-going と同じ。つなぎ方の違い,She has an easygoing manner.,10,,,,,,
eco,環境の,「環境の」の意味で語の頭に付く,They opened an eco shop.,10,,,,,,
ecological,生態の、環境の,ecology（生態学）から,It caused an ecological problem.,10,,,,,,
ecology,生態学、生態,,He studies the ecology of rivers.,10,,,,,,
economics,経済学,いつも複数の形だが単数として扱う,She majors in economics.,10,,,,,,
ecstasy,有頂天、うっとりした気持ち,,She was in ecstasy at the news.,10,,,,,,
edge,ふち、はし,,Do not stand near the edge.,10,,,,,,
edition,（本の）版,edit（編集する）から,This is the second edition.,10,,,,,,
educate,教育する,education（教育）から,Schools educate children.,10,,,,,,
elbow,ひじ,,He hurt his elbow.,10,,,,,,
electrical,電気の,electric（電気の）とほぼ同じ,She studies electrical engineering.,10,,,,,,
electron,電子,,An electron has a tiny mass.,10,,,,,,
electronic,電子の,electron（電子）から,I sent an electronic message.,10,,,,,,
embarrassed,はずかしい思いをした,人の気持ちをあらわす,He felt embarrassed on stage.,10,,,,,,
