問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
eleven,11,,I am eleven years old.,10,,,,,,
twelve,12,,A year has twelve months.,10,,,,,,
thirteen,13,,My brother is thirteen.,10,,,,,,
fifteen,15,,The bus comes in fifteen minutes.,10,,,,,,
twenty,20,,Twenty students are in this class.,10,,,,,,
thirty,30,,The game starts at seven thirty.,10,,,,,,
fifty,50,,This book costs fifty dollars.,10,,,,,,
thousand,1000,two thousand のように前に数を置く,This town has five thousand people.,10,,,,,,
second,2番目の、秒,意味が2つある,This is my second visit.,10,,,,,,
third,3番目の,,He lives on the third floor.,10,,,,,,
number,数、番号,,What is your phone number?,10,,,,,,
many,多くの,数えられるものに使う,Many people like this song.,10,,,,,,
much,多くの、たくさん,数えられないものに使う,I do not have much time.,10,,,,,,
few,少しの、ほとんどない,数えられるものに使う,A few students were late.,10,,,,,,
little,少しの、小さい,数えられないものにも使う,I have little money.,10,,,,,,
some,いくつかの,ふつうの文で使う,I have some questions.,10,,,,,,
any,いくつかの、どんな～も,疑問文や否定文で使う,Do you have any pens?,10,,,,,,
all,すべての,,All the students are here.,10,,,,,,
other,ほかの,,Do you have any other colors?,10,,,,,,
every,すべての、毎～,あとに単数を置く,I study English every day.,10,,,,,,
