問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sport,スポーツ,,My favorite sport is soccer.,10,,,,,,
soccer,サッカー,イギリスでは football,I play soccer on Sunday.,10,,,,,,
baseball,野球,,Baseball is popular in Japan.,10,,,,,,
tennis,テニス,,I play tennis with my sister.,10,,,,,,
swim,泳ぐ,,I can swim very well.,10,,,,,,
game,試合、ゲーム,,We won the game.,10,,,,,,
team,チーム,,Our team is very strong.,10,,,,,,
ball,ボール,,Throw the ball to me.,10,,,,,,
practice,練習、練習する,名詞にも動詞にも使う,We practice every day.,10,,,,,,
win,勝つ,,I want to win the game.,10,,,,,,
song,歌,,This song is famous.,10,,,,,,
piano,ピアノ,play the piano と the をつける,She plays the piano.,10,,,,,,
guitar,ギター,,I want to play the guitar.,10,,,,,,
movie,映画,,Let us see a movie.,10,,,,,,
TV,テレビ,watch TV に the はつけない,I watch TV after dinner.,10,,,,,,
camera,カメラ,,This camera is expensive.,10,,,,,,
dance,おどる、ダンス,,They dance very well.,10,,,,,,
draw,（線で）かく,絵や図をかく。色をぬるのは paint,I draw pictures every day.,10,,,,,,
trip,旅行,take a trip で「旅行する」,We took a trip to Kyoto.,10,,,,,,
fun,楽しみ、楽しいこと,,The party was a lot of fun.,10,,,,,,
