問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
handle,取っ手、扱う,名詞にも動詞にも使う,Handle the box with care.,10,,,,,,
happily,幸せに,happy（幸せな）＋ ly,They lived happily.,10,,,,,,
happiness,幸せ,happy（幸せな）から,Money cannot buy happiness.,10,,,,,,
hardly,ほとんど～ない,hard（熱心に）とは別の意味,I can hardly hear you.,10,,,,,,
harm,害、傷つける,名詞にも動詞にも使う,It does no harm.,10,,,,,,
hate,嫌う,love の反対,I hate waiting in line.,10,,,,,,
heat,熱、熱する,名詞にも動詞にも使う,The heat was unbearable.,10,,,,,,
heating,暖房,heat（熱する）＋ ing,The heating is broken.,10,,,,,,
heavily,激しく、重く,heavy（重い）＋ ly,It rained heavily.,10,,,,,,
hero,英雄,複数形は heroes,He became a local hero.,10,,,,,,
high school,高校,2語で1つの意味,She goes to high school.,10,,,,,,
hike,ハイキングする,hiking（ハイキング）から,We hiked up the mountain.,10,,,,,,
hit,打つ、当たる,過去形も hit,He hit the ball hard.,10,,,,,,
hockey,ホッケー,,Ice hockey is fast.,10,,,,,,
honey,はちみつ,,Put honey in your tea.,10,,,,,,
honor,名誉,,It is an honor to meet you.,10,,,,,,
horror,恐怖,,I do not like horror movies.,10,,,,,,
host,主人役、主催する,,They hosted the party.,10,,,,,,
hug,抱きしめる,,She hugged her mother.,10,,,,,,
hunter,狩人,hunt（狩る）＋ er,The hunter walked quietly.,10,,,,,,
