問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
food,食べもの,,Japanese food is delicious.,10,,,,,,
breakfast,朝食,break（やぶる）＋ fast（断食）,I have breakfast at seven.,10,,,,,,
lunch,昼食,,We have lunch at noon.,10,,,,,,
dinner,夕食,一日の中心となる食事,Dinner is ready.,10,,,,,,
rice,米、ごはん,,I eat rice every day.,10,,,,,,
bread,パン,数えるときは a piece of bread,I like bread and butter.,10,,,,,,
egg,たまご,,I eat two eggs for breakfast.,10,,,,,,
milk,牛乳,,Please give me some milk.,10,,,,,,
water,水,,I want some water.,10,,,,,,
tea,紅茶、お茶,,Would you like some tea?,10,,,,,,
apple,りんご,,This apple is very sweet.,10,,,,,,
orange,オレンジ、だいだい色,果物にも色にも使う,I like orange juice.,10,,,,,,
fish,魚,複数形も fish,We eat fish every week.,10,,,,,,
meat,肉,,I do not eat meat.,10,,,,,,
cake,ケーキ,,This cake is delicious.,10,,,,,,
salad,サラダ,,I make a salad for dinner.,10,,,,,,
sugar,さとう,,"No sugar in my coffee, please.",10,,,,,,
salt,塩,,"Pass me the salt, please.",10,,,,,,
cook,料理する、料理人,動詞にも名詞にも使う,My father cooks on Sunday.,10,,,,,,
eat out,外食する,2語で1つの意味になる,We eat out on Saturday.,10,,,,,,
