問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
subject word,主語,2語で1つの意味,Find the subject word in this sentence.,10,,,,,,
verb,動詞,,Every sentence needs a verb.,10,,,,,,
noun,名詞,,Dog is a noun.,10,,,,,,
adjective,形容詞,,Beautiful is an adjective.,10,,,,,,
adverb,副詞,ad（そばに）＋ verb（動詞）,Slowly is an adverb.,10,,,,,,
pronoun,代名詞,pro（代わり）＋ noun（名詞）,He is a pronoun.,10,,,,,,
preposition,前置詞,,In is a preposition.,10,,,,,,
conjunction,接続詞,,And is a conjunction.,10,,,,,,
article word,冠詞,2語で1つの意味,A and the are article words.,10,,,,,,
tense,時制、張りつめた,意味が2つある,Use the past tense here.,10,,,,,,
singular,単数の,plural の対,Book is singular.,10,,,,,,
plural,複数の,singular の対,Books is plural.,10,,,,,,
comparative,比較級,compare（比べる）から,Bigger is the comparative form.,10,,,,,,
superlative,最上級,,Biggest is the superlative form.,10,,,,,,
infinitive,不定詞,,To go is an infinitive.,10,,,,,,
gerund,動名詞,,Swimming here is a gerund.,10,,,,,,
passive voice,受け身,2語で1つの意味,Change it to the passive voice.,10,,,,,,
relative pronoun,関係代名詞,2語で1つの意味,Which is a relative pronoun.,10,,,,,,
irregular verb,不規則動詞,2語で1つの意味,Go is an irregular verb.,10,,,,,,
word order,語順,2語で1つの意味,English word order is fixed.,10,,,,,,
