問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
of course,もちろん,2語で1つの意味,Of course I will help you.,10,,,,,,
by the way,ところで,話題を変えるときに使う,"By the way, how is your family?",10,,,,,,
for example,たとえば,2語で1つの意味,"I like fruit, for example apples.",10,,,,,,
at first,最初は,2語で1つの意味,"At first, I did not like it.",10,,,,,,
at last,ついに,2語で1つの意味,"At last, we finished the work.",10,,,,,,
right now,たった今、すぐに,2語で1つの意味,I am busy right now.,10,,,,,,
a lot of,たくさんの,3語で1つの意味,I have a lot of homework.,10,,,,,,
a little,少し,2語で1つの意味,I am a little tired.,10,,,,,,
a few,少数の,数えられるものに使う,A few people came.,10,,,,,,
each other,おたがいに,2語で1つの意味,We help each other.,10,,,,,,
over there,向こうに,2語で1つの意味,The station is over there.,10,,,,,,
all day,一日じゅう,2語で1つの意味,It rained all day.,10,,,,,,
so much,とても,2語で1つの意味,Thank you so much.,10,,,,,,
how about,～はどうですか,相手にすすめるときに使う,How about a cup of tea?,10,,,,,,
why not,なぜしないのか、いいですね,誘いへの返事にも使う,Why not? Let us go.,10,,,,,,
I think so,そう思います,3語で1つの意味,"I think so, too.",10,,,,,,
excuse me,すみません,声をかけるときに使う,"Excuse me, is this seat free?",10,,,,,,
never mind,気にしないで,2語で1つの意味,Never mind. It is all right.,10,,,,,,
see you,またね,別れのあいさつ,See you next week.,10,,,,,,
good luck,がんばって,2語で1つの意味,Good luck on your test.,10,,,,,,
