問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
composition of,～の構図、構成,2語で1つの意味,The composition of the painting is balanced.,10,,,,,,
contrast in color,色の対比,3語で1つの意味,The contrast in color draws the eye.,10,,,,,,
texture,質感、手ざわり,,The texture of the cloth is rough.,10,,,,,,
tone of color,色調,3語で1つの意味,The tone of color is warm.,10,,,,,,
symmetry,左右対称,,The building has perfect symmetry.,10,,,,,,
proportion in art,美術での比率,3語で1つの意味,Proportion in art guides the eye.,10,,,,,,
abstract art,抽象芸術,2語で1つの意味,Abstract art can be puzzling.,10,,,,,,
realism,写実主義,real（現実の）から,Realism aims at accuracy.,10,,,,,,
impressionism,印象派,impression（印象）から,Impressionism began in France.,10,,,,,,
sculptor,彫刻家,sculpture（彫刻）から,The sculptor worked in bronze.,10,,,,,,
engraving,版画、彫刻,engrave（彫る）＋ ing,The engraving is very fine.,10,,,,,,
ceramic,陶磁器の,,This ceramic bowl is old.,10,,,,,,
woodblock print,木版画,2語で1つの意味,Woodblock prints show Edo life.,10,,,,,,
harmony,調和、和声,,The colors are in harmony.,10,,,,,,
dissonance,不協和音、不一致,,The dissonance creates tension.,10,,,,,,
improvisation,即興,improvise（即興でやる）から,Jazz values improvisation.,10,,,,,,
ensemble,合奏、一団,,The ensemble played beautifully.,10,,,,,,
choreography,振りつけ,,The choreography was creative.,10,,,,,,
stage direction,演出、ト書き,2語で1つの意味,Follow the stage direction.,10,,,,,,
aesthetic sense,美的感覚,2語で1つの意味,She has a fine aesthetic sense.,10,,,,,,
