問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
sidewalk,歩道,米国でよく使う言い方。英国では pavement,Walk on the sidewalk.,10,,,,,,
sigh,ためいきをつく,gh を読まない,She sighed and sat down.,10,,,,,,
signal,合図、信号,,He gave a signal to start.,10,,,,,,
signature,署名、サイン,sign（署名する）から,Put your signature here.,10,,,,,,
signpost,道しるべ,sign ＋ post,The signpost points north.,10,,,,,,
silent,静かな、無言の,silence（静けさ）から,The room went silent.,10,,,,,,
silk,絹,,The scarf is made of silk.,10,,,,,,
similarly,同じように,similar（似ている）から,"Similarly, the second test failed.",10,,,,,,
simplify,簡単にする,simple（簡単な）から,Simplify the instructions.,10,,,,,,
simultaneously,同時に,,The two events happened simultaneously.,10,,,,,,
skeleton,骨格、骸骨,,The museum has a dinosaur skeleton.,10,,,,,,
skin,皮膚、皮,,The sun burned my skin.,10,,,,,,
skyscraper,超高層ビル,sky ＋ scraper,The skyscraper has sixty floors.,10,,,,,,
slavery,奴隷制度,slave（奴隷）から,Slavery was finally abolished.,10,,,,,,
sleeve,そで,,He rolled up his sleeves.,10,,,,,,
slight,軽んじること、侮辱,「わずかな」という意味の形容詞もある,He took it as a slight.,10,,,,,,
slip,すべる、そっと入れる,意味が2つある,She slipped on the ice.,10,,,,,,
slogan,標語、スローガン,,The slogan is easy to remember.,10,,,,,,
slot,細長い穴、時間の枠,意味が2つある,Put the coin in the slot.,10,,,,,,
smoker,たばこを吸う人,smoke から,He is a heavy smoker.,10,,,,,,
