問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
excited,わくわくした,人が主語になる,I am excited about the trip.,10,,,,,,
surprised,おどろいた,be surprised at ～ の形で使う,I was surprised at the news.,10,,,,,,
worried,心配して,worry（心配する）から,She is worried about the test.,10,,,,,,
lonely,さびしい,alone（ひとりで）とは違う,He feels lonely.,10,,,,,,
proud,ほこりに思う,be proud of ～ の形で使う,I am proud of my team.,10,,,,,,
nervous,緊張した,,I was nervous before the speech.,10,,,,,,
shy,はずかしがりの,,She is a little shy.,10,,,,,,
serious,まじめな、重大な,意味が2つある,He is a serious student.,10,,,,,,
polite,ていねいな,,He is always polite.,10,,,,,,
honest,正直な,h を読まない,She is an honest person.,10,,,,,,
brave,勇敢な,,The brave boy helped the cat.,10,,,,,,
smart,かしこい,,My sister is very smart.,10,,,,,,
funny,おかしい、こっけいな,fun（楽しみ）＋ ny,That story is funny.,10,,,,,,
boring,たいくつな,ものごとに使う,This movie is boring.,10,,,,,,
bored,たいくつした,人に使う,I am bored today.,10,,,,,,
lucky,運のよい,luck（運）＋ y,You are lucky.,10,,,,,,
terrible,ひどい,,The weather was terrible.,10,,,,,,
wonderful,すばらしい,wonder（驚き）＋ ful,We had a wonderful time.,10,,,,,,
perfect,完全な,,Your answer is perfect.,10,,,,,,
special,特別な,,Today is a special day.,10,,,,,,
