問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
nature,自然,,I like nature very much.,10,,,,,,
environment,環境,,We must protect the environment.,10,,,,,,
earth,地球、土,,The earth is our home.,10,,,,,,
air,空気,,The air is clean here.,10,,,,,,
ground,地面,,Do not sit on the ground.,10,,,,,,
ocean,海、大洋,sea より大きいもの,The Pacific Ocean is huge.,10,,,,,,
lake,湖,,We swam in the lake.,10,,,,,,
forest,森,,Many animals live in the forest.,10,,,,,,
field,野原、畑,,The children played in the field.,10,,,,,,
island,島,s を読まない,Japan has many islands.,10,,,,,,
plant,植物、植える,名詞にも動詞にも使う,We planted trees.,10,,,,,,
leaf,葉,複数形は leaves,The leaves turn red in fall.,10,,,,,,
insect,昆虫,,This insect is very small.,10,,,,,,
garbage,ごみ,数えない名詞,Take out the garbage.,10,,,,,,
recycle,再利用する,re（再び）＋ cycle（回る）,We recycle paper and cans.,10,,,,,,
energy,エネルギー,,We should save energy.,10,,,,,,
temperature,気温、温度,,The temperature is thirty degrees.,10,,,,,,
typhoon,台風,,A typhoon is coming.,10,,,,,,
earthquake,地震,earth（地）＋ quake（ゆれる）,There was a big earthquake.,10,,,,,,
protect,守る,,We must protect nature.,10,,,,,,
