問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
abide,従う、耐える,abide by ～ で「従う」,You must abide by the rules.,10,,,,,,
accommodate needs,要望に応じる,2語で1つの意味,We accommodate needs of all guests.,10,,,,,,
adhere,固守する、くっつく,adhere to ～ の形で使う,Adhere to the schedule.,10,,,,,,
allot,割り当てる,,They allotted ten minutes each.,10,,,,,,
amass,蓄積する,,He amassed a large collection.,10,,,,,,
appease,なだめる,,They tried to appease the crowd.,10,,,,,,
aspire,熱望する,aspire to ～ の形で使う,She aspires to be a doctor.,10,,,,,,
avert,避ける、そらす,,They averted a crisis.,10,,,,,,
breach a rule,規則を破る,3語で1つの意味,He breached a rule of the contract.,10,,,,,,
clarify a point,要点を明確にする,3語で1つの意味,Let me clarify a point here.,10,,,,,,
coincide,同時に起こる、一致する,,The events coincided.,10,,,,,,
compel,強いる,,Circumstances compelled him to leave.,10,,,,,,
comprise,構成する、から成る,,The team comprises five members.,10,,,,,,
confer,相談する、授与する,,They conferred with experts.,10,,,,,,
consolidate,統合する、強化する,,They consolidated the branches.,10,,,,,,
contemplate,じっくり考える,,She contemplated the offer.,10,,,,,,
delegate authority,権限を委譲する,2語で1つの意味,Managers delegate authority.,10,,,,,,
denote,示す、意味する,,This symbol denotes danger.,10,,,,,,
deviate,逸脱する,,Do not deviate from the plan.,10,,,,,,
discern,見分ける,,It is hard to discern the difference.,10,,,,,,
