問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
learner,学習者,learn（学ぶ）＋ er,This book is for young learners.,10,,,,,,
least,最も少ない,at least で「少なくとも」,That is the least of my worries.,10,,,,,,
leather,革,,This is a leather bag.,10,,,,,,
lemonade,レモネード,,"A glass of lemonade, please.",10,,,,,,
less,より少ない,more の反対,Eat less sugar.,10,,,,,,
lie,うそ、横になる,意味が2つある,Do not tell a lie.,10,,,,,,
lifestyle,生活様式,life ＋ style,He changed his lifestyle.,10,,,,,,
likely,～しそうな,,It is likely to rain.,10,,,,,,
lip,くちびる,,Her lips were dry.,10,,,,,,
lively,活気のある,live（生きる）から,The market is lively.,10,,,,,,
load,荷物、積む,名詞にも動詞にも使う,The truck carries a heavy load.,10,,,,,,
lock,かぎをかける、錠,名詞にも動詞にも使う,Lock the door before you leave.,10,,,,,,
logical,論理的な,logic（論理）から,That is a logical answer.,10,,,,,,
loose,ゆるい,tight の反対,The screw is loose.,10,,,,,,
lost,道に迷った、失った,lose（失う）から,I got lost in the city.,10,,,,,,
loudly,大声で,loud（大きい）＋ ly,He spoke loudly.,10,,,,,,
lover,愛好者、恋人,,She is a music lover.,10,,,,,,
luckily,運よく,lucky（運のよい）＋ ly,"Luckily, we caught the train.",10,,,,,,
lunchtime,昼食の時間,lunch ＋ time,See you at lunchtime.,10,,,,,,
lyric,歌詞,ふつう複数形で使う,I like the lyrics of this song.,10,,,,,,
