問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
diaper,おむつ,米国でよく使う言い方。英国では nappy,He changed the baby diaper.,10,,,,,,
diligence,勤勉さ,diligent（勤勉な）から,Her diligence impressed the teacher.,10,,,,,,
diligent,勤勉な,,He is a diligent student.,10,,,,,,
dioxide,二酸化物,carbon dioxide（二酸化炭素）でよく使う,Plants take in carbon dioxide.,10,,,,,,
directly,直接に、まっすぐに,direct（直接の）から,Speak directly to the manager.,10,,,,,,
dirt,土、よごれ,dirty（きたない）の仲間,His shoes were covered in dirt.,10,,,,,,
disable,使えなくする,dis（打ち消し）＋ able（できる）,Disable the alarm before you leave.,10,,,,,,
disabled,障がいのある,,The building has a disabled entrance.,10,,,,,,
disappointment,失望、がっかりすること,disappoint（がっかりさせる）から,The result was a disappointment.,10,,,,,,
disastrous,ひどい、悲惨な,disaster（災害）から,The plan had a disastrous result.,10,,,,,,
disc,円盤,英国でよく使うつづり,Put the disc in the machine.,10,,,,,,
disc jockey,選曲して流す人,2語で1つの意味,The disc jockey played old songs.,10,,,,,,
discomfort,不快、居心地の悪さ,comfort（快適さ）の打ち消し,He felt discomfort in his back.,10,,,,,,
disgusting,とてもいやな、むかつく,,The smell was disgusting.,10,,,,,,
dishwasher,食器洗い機,dish ＋ washer,Put the plates in the dishwasher.,10,,,,,,
disk,円盤,米国でよく使うつづり。disc と同じ,Save the file on a disk.,10,,,,,,
disk jockey,選曲して流す人,2語で1つの意味,She works as a disk jockey.,10,,,,,,
distinctly,はっきりと,distinct（はっきりした）から,I distinctly heard my name.,10,,,,,,
disturbance,妨害、さわぎ,disturb（じゃまする）から,There was a disturbance outside.,10,,,,,,
dive,飛びこむ、もぐる,,He dived into the pool.,10,,,,,,
