問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
comic,漫画,,He reads comics every day.,10,,,,,,
commitment,約束、献身,commit（committed）から,Marriage is a commitment.,10,,,,,,
communicate,伝え合う,communication（意思疎通）から,We communicate by e-mail.,10,,,,,,
communication,意思疎通,,Good communication is important.,10,,,,,,
concentrate,集中する,concentration（集中）から,I cannot concentrate here.,10,,,,,,
concern,心配、関わる,,Safety is our main concern.,10,,,,,,
confused,混乱した,confuse（混乱させる）から,I was confused by the map.,10,,,,,,
container,容器,contain（含む）＋ er,Put it in a plastic container.,10,,,,,,
convenience,便利さ,convenient（便利な）から,"For your convenience, we deliver.",10,,,,,,
cooker,調理器具,料理人は cook,The rice cooker is new.,10,,,,,,
cooking,料理すること,cook（料理する）＋ ing,Cooking is my hobby.,10,,,,,,
countryside,田舎,country ＋ side,We drove through the countryside.,10,,,,,,
couple,2つ、夫婦,意味が2つある,I will be back in a couple of days.,10,,,,,,
crazy,夢中の、ばかげた,,That is a crazy idea.,10,,,,,,
creativity,創造力,create（創る）から,Art develops creativity.,10,,,,,,
creature,生きもの,create（創る）から,A whale is a huge creature.,10,,,,,,
crowd,群衆,crowded（こんだ）から,A crowd gathered outside.,10,,,,,,
crown,王冠,,The king wore a crown.,10,,,,,,
cupboard,食器だな,p を読まない,The cups are in the cupboard.,10,,,,,,
curry,カレー,,We had curry for dinner.,10,,,,,,
