問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
dispel,払いのける,,The report dispelled the rumor.,10,,,,,,
disseminate,広める,,They disseminate information online.,10,,,,,,
elicit,引き出す,,The question elicited a response.,10,,,,,,
emulate,見習う、まねる,,Young players emulate their heroes.,10,,,,,,
enrich,豊かにする,rich（豊かな）から,Reading enriches your life.,10,,,,,,
entrust,委ねる,trust（信頼）から,They entrusted her with the task.,10,,,,,,
exemplify,例示する,example（例）から,This case exemplifies the problem.,10,,,,,,
expedite,早める,,We expedited the shipment.,10,,,,,,
fabricate,でっちあげる、製造する,,He fabricated the story.,10,,,,,,
forge,築く、偽造する,意味が2つある,They forged a strong alliance.,10,,,,,,
impede,妨げる,,Heavy rain impeded progress.,10,,,,,,
instill,教えこむ、植えつける,,Parents instill good habits.,10,,,,,,
invoke,引き合いに出す、発動する,,They invoked an old law.,10,,,,,,
originate,始まる、生じる,origin（起源）から,The custom originated in China.,10,,,,,,
overturn,くつがえす,over（上）＋ turn（返す）,The court overturned the decision.,10,,,,,,
permeate,浸透する,,The smell permeated the room.,10,,,,,,
relinquish,手放す、放棄する,,He relinquished his position.,10,,,,,,
reside,住む,resident（住民）から,They reside in Tokyo.,10,,,,,,
scrutinize,精査する,scrutiny（精査）から,Scrutinize the contract first.,10,,,,,,
undermine,損なう、弱める,under（下）＋ mine（掘る）,Doubt undermines trust.,10,,,,,,
