問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
chewing gum,チューインガム,2語で1つの意味,Do not chew chewing gum in class.,10,,,,,,
Christian,キリスト教の,大文字で始める,They visited a Christian church.,10,,,,,,
chuckle,くすくす笑う,,He chuckled at the joke.,10,,,,,,
civilisation,文明,英国のつづり。米国では civilization,Ancient civilisation began near rivers.,10,,,,,,
cod,タラ,魚の名前,We ate fried cod.,10,,,,,,
coffin,ひつぎ,,The coffin was made of wood.,10,,,,,,
columnist,コラムを書く人,column（囲み記事）から,The columnist writes about food.,10,,,,,,
comment,意見、論評,,He made a short comment.,10,,,,,,
complement,補うもの、補語,文法のことばでもある,The sauce is a good complement.,10,,,,,,
complicate,複雑にする,complicated（複雑な）の仲間,Do not complicate the plan.,10,,,,,,
connexion,つながり,英国の古いつづり。いまは connection,There is no connexion between them.,10,,,,,,
continually,何度もくり返して,continual（たびたびの）から,The phone rang continually.,10,,,,,,
counseling,相談にのること,米国のつづり,She received career counseling.,10,,,,,,
counselling,相談にのること,英国のつづり。counseling と同じ,The school offers counselling.,10,,,,,,
county,郡（行政の区分）,,He lives in a small county.,10,,,,,,
courgette,ズッキーニ,英国でよく使う言い方。米国では zucchini,She cooked a courgette.,10,,,,,,
crossing,横断歩道、交差する所,cross（横切る）から,Wait at the crossing.,10,,,,,,
crossroads,十字路,いつも複数の形で使う,Turn left at the crossroads.,10,,,,,,
crow,カラス,,A crow sat on the roof.,10,,,,,,
curly,巻き毛の、くるくるした,curl（巻く）から,She has curly hair.,10,,,,,,
