問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
region,地域、地方,regional（地域の）から,This region is famous for tea.,10,,,,,,
health,健康,healthy（健康な）から,Health is more important than money.,10,,,,,,
growth,成長,grow（成長する）から,The growth was rapid.,10,,,,,,
success,成功,succeed（成功する）から,Success needs practice.,10,,,,,,
failure,失敗,fail（失敗する）から,Failure teaches us a lot.,10,,,,,,
chance,機会、可能性,,This is a good chance.,10,,,,,,
choice,選択,choose（選ぶ）から,It is your choice.,10,,,,,,
decision,決定,decide（決める）から,It was a hard decision.,10,,,,,,
action,行動,act（行動する）から,Take action now.,10,,,,,,
behavior,ふるまい、行動,behave（ふるまう）から,His behavior changed.,10,,,,,,
attention,注意、注目,attend（注意を向ける）から,Pay attention to the sign.,10,,,,,,
