問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
experiment,実験,,We did an experiment in class.,10,,,,,,
discovery,発見,discover（発見する）＋ y,That was a great discovery.,10,,,,,,
invention,発明,invent（発明する）＋ ion,The telephone was a useful invention.,10,,,,,,
develop,発達させる、開発する,,They developed a new medicine.,10,,,,,,
theory,理論、説,,He explained his theory.,10,,,,,,
data,データ、資料,複数として扱うこともある,We collected a lot of data.,10,,,,,,
material,材料、物質,,What material is this made of?,10,,,,,,
chemical,化学の、化学物質,,Do not touch that chemical.,10,,,,,,
space,宇宙、空間,意味が2つある,He wants to travel in space.,10,,,,,,
planet,惑星,,The earth is a planet.,10,,,,,,
gravity,重力,,Gravity pulls things down.,10,,,,,,
electric,電気の,electricity（電気）から,This is an electric car.,10,,,,,,
digital,デジタルの,,I use a digital camera.,10,,,,,,
robot,ロボット,,The robot cleans the room.,10,,,,,,
artificial,人工の,natural の反対,This is an artificial flower.,10,,,,,,
research center,研究所,2語で1つの意味,She works at a research center.,10,,,,,,
laboratory,実験室、研究室,lab とも言う,The laboratory is on the third floor.,10,,,,,,
microscope,顕微鏡,micro（小さい）＋ scope（見る道具）,Look through the microscope.,10,,,,,,
telescope,望遠鏡,tele（遠い）＋ scope,We saw the stars with a telescope.,10,,,,,,
progress,進歩、進む,,Science makes progress every year.,10,,,,,,
