問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
definite article,定冠詞,2語で1つの意味。文法のことば,The definite article is a small word.,10,,,,,,
delicate,こわれやすい、繊細な,,The glass is very delicate.,10,,,,,,
delightful,とても楽しい,delight（喜ばせる）から,We had a delightful evening.,10,,,,,,
delivery,配達,deliver（配達する）から,The delivery arrives at noon.,10,,,,,,
depart,出発する,departure（出発）の仲間,The train departs at six.,10,,,,,,
dependent,たよっている,depend（たよる）から,He is dependent on his family.,10,,,,,,
depressed,落ちこんだ,人の気持ちをあらわす,She felt depressed after the news.,10,,,,,,
depressing,気を滅入らせる,ものごとの側をあらわす,The weather is depressing.,10,,,,,,
depression,落ちこみ、不景気,意味が2つある,The country faced a depression.,10,,,,,,
designer,設計する人、デザイナー,design（設計する）から,She is a game designer.,10,,,,,,
despair,絶望,,He was filled with despair.,10,,,,,,
desperate,必死の、絶望した,despair（絶望）の仲間,They made a desperate attempt.,10,,,,,,
destruction,破壊,destroy（こわす）から,The storm caused destruction.,10,,,,,,
destructive,破壊的な,,The fire was highly destructive.,10,,,,,,
devastate,打ちのめす、荒らす,,The flood devastated the town.,10,,,,,,
devastating,壊滅的な、打ちのめすような,,It was devastating news.,10,,,,,,
devotion,献身、深い愛情,devote（ささげる）から,Her devotion moved everyone.,10,,,,,,
dial,（番号を）押す、文字盤,意味が2つある,Dial the number slowly.,10,,,,,,
dialog,対話,米国のつづり,The dialog was short.,10,,,,,,
dialogue,対話,英国のつづり。dialog と同じ,They began a dialogue.,10,,,,,,
