問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
including,〜を含めて,,"Ten people came, including me.",10,,,,,,
inconvenient,不便な,convenient（便利な）の打ち消し,The time is inconvenient for me.,10,,,,,,
increasingly,ますます,increase（増える）から,It is increasingly difficult.,10,,,,,,
incredible,信じられない、すばらしい,credible（信じられる）の打ち消し,The view was incredible.,10,,,,,,
incredibly,信じられないほど,,She is incredibly kind.,10,,,,,,
indefinite article,不定冠詞,2語で1つの意味。文法のことば,An indefinite article comes before a noun.,10,,,,,,
indirect,間接の、遠回しの,direct（直接の）の打ち消し,He gave an indirect answer.,10,,,,,,
indirectly,間接的に,,We heard it indirectly.,10,,,,,,
indoors,屋内で,outdoors（屋外で）と対で使う,We stayed indoors all day.,10,,,,,,
industrial,産業の、工業の,industry（産業）から,This is an industrial area.,10,,,,,,
inform,知らせる,information（情報）の仲間,Please inform me of the change.,10,,,,,,
informative,役に立つ内容の,inform から,The talk was very informative.,10,,,,,,
inhabitant,住民,inhabit（住む）から,The island has few inhabitants.,10,,,,,,
inhale,息を吸いこむ,,Inhale slowly through your nose.,10,,,,,,
initially,最初は,initial（最初の）から,Initially I did not agree.,10,,,,,,
inject,注射する、注ぎこむ,,The nurse injected the medicine.,10,,,,,,
ink,インク,,The pen ran out of ink.,10,,,,,,
innermost,いちばん奥の,inner（内側の）から,He shared his innermost thoughts.,10,,,,,,
innovator,新しいことを始める人,innovation（革新）から,She is a true innovator.,10,,,,,,
insane,正気でない、常識はずれの,,That plan sounds insane.,10,,,,,,
