問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
animated,生き生きした、動画の,animation（動画）の仲間,We watched an animated film.,10,,,,,,
annoyance,いらだち、迷惑,annoy（いらだたせる）から,The noise was an annoyance.,10,,,,,,
annoyed,いらいらした,人の気持ちをあらわす,She looked annoyed at the delay.,10,,,,,,
anti,反対の,「反〜」の意味で語の頭にも付く,He took an anti position.,10,,,,,,
anxiously,心配そうに,anxious（心配な）から,She waited anxiously for the result.,10,,,,,,
anyhow,とにかく、どうにかして,,"Anyhow, we must start now.",10,,,,,,
ape,類人猿,しっぽのないサルの仲間,The ape climbed the tree.,10,,,,,,
arithmetic,算数、計算,,He is good at arithmetic.,10,,,,,,
aspirin,アスピリン（痛み止め）,,She took an aspirin for her headache.,10,,,,,,
astronomer,天文学者,astronomy（天文学）から,The astronomer studied the stars.,10,,,,,,
Atlantic,大西洋の,大文字で始める,They crossed the Atlantic Ocean.,10,,,,,,
atomic,原子の,atom（原子）から,This is an atomic reaction.,10,,,,,,
auxiliary,補助の,文法では「助動詞」を指す,It has an auxiliary engine.,10,,,,,,
awesome,すばらしい、おそろしいほどの,話しことばでよく使う,The view was awesome.,10,,,,,,
babysit,子守をする,baby ＋ sit,I babysit for my neighbour.,10,,,,,,
backache,背中の痛み,back ＋ ache（痛み）,I have a backache today.,10,,,,,,
backpacker,リュックで旅する人,,The backpacker slept at a hostel.,10,,,,,,
backpacking,リュックでの旅,,They went backpacking in Asia.,10,,,,,,
bacon,ベーコン,,I had bacon and eggs.,10,,,,,,
baker,パン屋、パンを焼く人,bake（焼く）から,The baker gets up early.,10,,,,,,
