問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
relationship,関係,relate（関係づける）から,They have a good relationship.,10,,,,,,
acquaintance,知り合い,acquaint（知らせる）から,He is just an acquaintance.,10,,,,,,
companion,仲間、連れ,,A dog is a good companion.,10,,,,,,
partner,相手、共同経営者,,She is my business partner.,10,,,,,,
rival,競争相手,,They are rivals in tennis.,10,,,,,,
cooperation,協力,cooperate（協力する）から,Thank you for your cooperation.,10,,,,,,
compromise,妥協、歩み寄る,,We reached a compromise.,10,,,,,,
negotiate,交渉する,,They negotiated the price.,10,,,,,,
persuade,説得する,,I persuaded him to come.,10,,,,,,
convince,納得させる,,She convinced me of the truth.,10,,,,,,
sympathize,同情する、共感する,sympathy（同情）から,I sympathize with you.,10,,,,,,
appreciate,感謝する、正しく理解する,意味が2つある,I appreciate your help.,10,,,,,,
betray,裏切る,,He betrayed his friend.,10,,,,,,
trust,信頼、信頼する,,Trust takes time to build.,10,,,,,,
respect for,～への敬意,2語で1つの意味,Show respect for others.,10,,,,,,
interact,やりとりする,inter（間で）＋ act（行う）,Students interact in groups.,10,,,,,,
encounter,出会う、遭遇,,I encountered an old friend.,10,,,,,,
mutual,相互の,,We have mutual respect.,10,,,,,,
intimate,親密な,,They are intimate friends.,10,,,,,,
