問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
posture,姿勢,,Keep good posture when you study.,10,,,,,,
stretch,のばす、ストレッチ,,Stretch before you run.,10,,,,,,
pulse,脈はく,,Check your pulse after running.,10,,,,,,
heartbeat,心拍,heart（心臓）＋ beat（打つ）,My heartbeat got faster.,10,,,,,,
sweat,汗、汗をかく,名詞にも動詞にも使う,Wipe off your sweat.,10,,,,,,
hydration,水分補給,hydrate（水分を与える）から,Hydration prevents heatstroke.,10,,,,,,
heatstroke,熱中症,heat（熱）＋ stroke（打撃）,Watch out for heatstroke.,10,,,,,,
first aid,応急手当,2語で1つの意味,We learned first aid.,10,,,,,,
bandage,包帯,,Put a bandage on the cut.,10,,,,,,
sprain,ねんざ、ねんざする,,He sprained his ankle.,10,,,,,,
bruise,打ち身、あざ,,She got a bruise on her knee.,10,,,,,,
puberty,思春期,,Puberty brings many changes.,10,,,,,,
growth spurt,急な身長の伸び,2語で1つの意味,He had a growth spurt.,10,,,,,,
balanced meal,バランスのとれた食事,2語で1つの意味,Eat a balanced meal.,10,,,,,,
sleep habit,睡眠の習慣,2語で1つの意味,A good sleep habit helps learning.,10,,,,,,
mental health,心の健康,2語で1つの意味,Mental health matters.,10,,,,,,
smoking,喫煙,smoke（たばこを吸う）＋ ing,Smoking harms the lungs.,10,,,,,,
lung,肺,,Deep breathing fills the lungs.,10,,,,,,
infection prevention,感染予防,2語で1つの意味,Infection prevention starts with washing hands.,10,,,,,,
sports injury,スポーツのけが,2語で1つの意味,A sports injury kept him out.,10,,,,,,
