問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
civilization,文明,,Ancient civilization began near rivers.,10,,,,,,
century,世紀,,This temple is from the 12th century.,10,,,,,,
period,期間、時代,,The Edo period lasted 260 years.,10,,,,,,
empire,帝国,,The empire was very large.,10,,,,,,
castle,城,t を読まない,We visited Himeji Castle.,10,,,,,,
temple,寺,,The temple is 500 years old.,10,,,,,,
shrine,神社,,We visit a shrine on New Year.,10,,,,,,
monument,記念碑,,They built a monument for peace.,10,,,,,,
heritage,遺産,,This is a world heritage site.,10,,,,,,
ancestor,祖先,,Our ancestors lived here.,10,,,,,,
legend,伝説,,There is a legend about this lake.,10,,,,,,
myth,神話,,Greek myths are interesting.,10,,,,,,
ceremony,儀式、式典,,The graduation ceremony was long.,10,,,,,,
religion,宗教,,People have different religions.,10,,,,,,
language barrier,ことばの壁,2語で1つの意味,We faced a language barrier.,10,,,,,,
literature,文学,,She studies English literature.,10,,,,,,
architecture,建築,,Japanese architecture is beautiful.,10,,,,,,
preserve,保存する、守る,,We must preserve old buildings.,10,,,,,,
