問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
system,仕組み、体系,,The school has a new system.,10,,,,,,
process,過程、手順,,Explain the process step by step.,10,,,,,,
method,方法,,This method works well.,10,,,,,,
position,位置、立場,,Take your position on the field.,10,,,,,,
direction,方向、指示,意味が2つある,Which direction is north?,10,,,,,,
distance to,～までの距離,2語で1つの意味,What is the distance to school?,10,,,,,,
amount of,～の量,2語で1つの意味,A large amount of rain fell.,10,,,,,,
degree of,～の程度,2語で1つの意味,The degree of difficulty is high.,10,,,,,,
quality of,～の質,2語で1つの意味,The quality of the water is good.,10,,,,,,
purpose of,～の目的,2語で1つの意味,What is the purpose of this rule?,10,,,,,,
effect on,～への影響,2語で1つの意味,Sleep has an effect on memory.,10,,,,,,
reason for,～の理由,2語で1つの意味,Give a reason for your answer.,10,,,,,,
example of,～の例,2語で1つの意味,Give an example of a mammal.,10,,,,,,
difference,ちがい,different（異なる）から,What is the difference?,10,,,,,,
similarity,似ている点,similar（似ている）から,Find one similarity.,10,,,,,,
