問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
acceptable,受け入れられる,accept（受け入れる）＋ able,That answer is acceptable.,10,,,,,,
account,口座、説明,意味が2つある,I opened a bank account.,10,,,,,,
across,～を横切って,,Walk across the bridge.,10,,,,,,
addition,追加、足し算,意味が2つある,"In addition, it is cheap.",10,,,,,,
admire,感心する、あこがれる,,I admire her courage.,10,,,,,,
adult,大人,child の対,"Adults pay 1,000 yen.",10,,,,,,
advanced,進んだ、上級の,advance（進む）から,She takes an advanced class.,10,,,,,,
adventure,冒険,,It was a great adventure.,10,,,,,,
advertising,広告,advertise（宣伝する）から,Advertising costs a lot.,10,,,,,,
advise,助言する,名詞は advice,She advised me to rest.,10,,,,,,
against,～に反対して,,I am against the plan.,10,,,,,,
agency,代理店、機関,agent（代理人）から,We booked at a travel agency.,10,,,,,,
agent,代理人,,The agent answered our questions.,10,,,,,,
ahead,前方に,go ahead で「先に進む」,The station is straight ahead.,10,,,,,,
alarm,警報、目覚まし,,The alarm woke me up.,10,,,,,,
alarm clock,目覚まし時計,2語で1つの意味,Set the alarm clock for six.,10,,,,,,
alive,生きている,dead の反対,The fish is still alive.,10,,,,,,
among,～の間で,3つ以上のときに使う,It is popular among students.,10,,,,,,
amused,おもしろがって,amuse（楽しませる）から,She looked amused.,10,,,,,,
amusement,楽しみ、娯楽,,We rode an amusement ride.,10,,,,,,
