問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
praise,ほめる、賞賛,意味が2つある,The teacher praised her work.,10,,,,,,
prayer,祈り,pray（祈る）から,He said a short prayer.,10,,,,,,
precious,貴重な、大切な,,Water is precious here.,10,,,,,,
prefix,接頭辞,語の頭に付く部分。文法のことば,Un is a common prefix.,10,,,,,,
pregnant,にんしんしている,,She is six months pregnant.,10,,,,,,
preparation,準備,prepare（準備する）から,The preparation took a week.,10,,,,,,
prepared,用意ができた,prepare から,Are you prepared for the test?,10,,,,,,
preschool,就学前の,pre（前の）＋ school,He attends a preschool class.,10,,,,,,
presence,存在、出席,present（いる）から,Her presence calmed the room.,10,,,,,,
preservation,保存、保護,preserve（保存する）から,They work on forest preservation.,10,,,,,,
president,大統領、社長,,The president gave a speech.,10,,,,,,
priest,聖職者、神父,,The priest welcomed the visitors.,10,,,,,,
primary school,小学校,2語で1つの意味。英国でよく使う,She teaches at a primary school.,10,,,,,,
primitive,原始的な,,They used primitive tools.,10,,,,,,
prison,刑務所,,He was sent to prison.,10,,,,,,
prisoner,囚人、とらわれた人,prison から,The prisoner was released.,10,,,,,,
proceed,進む、続ける,,Please proceed to the next room.,10,,,,,,
proclaim,宣言する,,They proclaimed their independence.,10,,,,,,
procrastination,先のばし,,Procrastination makes things worse.,10,,,,,,
productive,生産的な、実りの多い,produce（生産する）から,It was a productive meeting.,10,,,,,,
