問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
working,働いている、仕事の,work から,She is a working mother.,10,,,,,,
workout,運動、トレーニング,work out から,He had a hard workout.,10,,,,,,
worn,使い古した、身につけた,wear（身につける）の形が変わったもの,His shoes are worn.,10,,,,,,
worth,〜の価値がある,be worth の形でよく使う,The book is worth reading.,10,,,,,,
worthy,価値のある、ふさわしい,worth から,It is a worthy cause.,10,,,,,,
wound,傷、けが,発音は「ウーンド」,The wound healed slowly.,10,,,,,,
wrap,包む,w を読まない,Wrap the gift in paper.,10,,,,,,
wrapping,包み紙、包むこと,wrap から,She saved the wrapping.,10,,,,,,
wrist,手首,w を読まない,He wears a band on his wrist.,10,,,,,,
wristwatch,腕時計,wrist ＋ watch,My wristwatch stopped.,10,,,,,,
written,書かれた、書面の,write の形が変わったもの,Please give written notice.,10,,,,,,
yell,大声で叫ぶ,,He yelled for help.,10,,,,,,
yoga,ヨガ,,She practises yoga every morning.,10,,,,,,
