問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
systematic,体系的な、組織立った,system（体系）から,They made a systematic search.,10,,,,,,
take-off,離陸,,The take-off was delayed.,10,,,,,,
takeaway,持ち帰りの食べ物,英国でよく使う言い方,We ordered a takeaway.,10,,,,,,
takeoff,離陸,take-off と同じ。つなぎ方の違い,Fasten your belt before takeoff.,10,,,,,,
tale,物語、お話,,She told a tale of the sea.,10,,,,,,
talkative,おしゃべりな,talk から,He is talkative in class.,10,,,,,,
tank,タンク、戦車,意味が2つある,The water tank is empty.,10,,,,,,
tasteless,味のない、趣味の悪い,taste ＋ less（〜がない）,The soup was tasteless.,10,,,,,,
tasty,おいしい,taste から,This bread is tasty.,10,,,,,,
teaching,教えること、教え,teach から,Teaching is her calling.,10,,,,,,
teammate,チームの仲間,team ＋ mate,He passed to his teammate.,10,,,,,,
teamwork,チームワーク、協力,team ＋ work,Good teamwork won the game.,10,,,,,,
tease,からかう,,Do not tease your sister.,10,,,,,,
technological,科学技術の,technology から,It was a technological advance.,10,,,,,,
teen,10代の若者,teenager を短くした言い方,The film is popular with teens.,10,,,,,,
telecommunications,電気通信,いつも複数の形で使う,He works in telecommunications.,10,,,,,,
telegram,電報,,They sent a telegram.,10,,,,,,
teller,（銀行の）窓口係,tell から,The teller counted the money.,10,,,,,,
tempt,誘惑する、その気にさせる,,The smell tempted me.,10,,,,,,
tend,〜する傾向がある,tend to の形でよく使う,She tends to arrive early.,10,,,,,,
