問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
personally,個人的には、じかに,personal（個人の）から,"Personally, I disagree.",10,,,,,,
persuasive,説得力のある,persuade（説得する）から,His argument was persuasive.,10,,,,,,
phantom,幻の、まぼろしの,,He felt a phantom pain.,10,,,,,,
pharmacy,薬局,,Buy the medicine at the pharmacy.,10,,,,,,
phenix,不死鳥,古いつづり。ふつうは phoenix,The phenix rose from the ashes.,10,,,,,,
philosopher,哲学者,philosophy（哲学）から,The philosopher asked a hard question.,10,,,,,,
phoenix,不死鳥,燃えて生き返るという伝説の鳥,The phoenix is a symbol of rebirth.,10,,,,,,
photocopy,コピー、複写する,,Please photocopy this page.,10,,,,,,
phrasal verb,句動詞,2語で1つの意味。文法のことば,Give up is a phrasal verb.,10,,,,,,
physics,物理学,いつも複数の形だが単数として扱う,Physics explains how things move.,10,,,,,,
pie,パイ,,She baked an apple pie.,10,,,,,,
piety,信心深さ,,He was known for his piety.,10,,,,,,
pillow,まくら,,This pillow is too soft.,10,,,,,,
pin,ピン、留める,意味が2つある,Pin the notice to the board.,10,,,,,,
pineapple,パイナップル,pine ＋ apple,Cut the pineapple into slices.,10,,,,,,
pipe,管、パイプ,,The water pipe burst.,10,,,,,,
pit,穴、くぼみ,,They dug a deep pit.,10,,,,,,
pleasantly,気持ちよく、感じよく,pleasant（気持ちのよい）から,She smiled pleasantly.,10,,,,,,
plug,差しこみ、栓,,Pull out the plug.,10,,,,,,
pocket money,こづかい,2語で1つの意味,He saves his pocket money.,10,,,,,,
