問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
declare,宣言する、申告する,,They declared their independence.,10,,,,,,
decorate with,～で飾る,2語で1つの意味,We decorated the room with flowers.,10,,,,,,
dedicate,ささげる,,She dedicated the book to her mother.,10,,,,,,
defeat,負かす、敗北,名詞にも動詞にも使う,They defeated the champion.,10,,,,,,
defend,守る,defense（防御）から,He defended his opinion.,10,,,,,,
defense,防御,defend（守る）から,The team has a strong defense.,10,,,,,,
define,定義する,definition（定義）から,Define the term first.,10,,,,,,
definite,はっきりした,definitely（確かに）から,We need a definite answer.,10,,,,,,
delight,喜び、喜ばせる,delighted（大喜びの）から,The gift gave her delight.,10,,,,,,
deliberately,わざと,deliberate（意図的な）＋ ly,He did it deliberately.,10,,,,,,
democratic,民主的な,democracy（民主主義）から,They made a democratic decision.,10,,,,,,
demonstration,実演、デモ,demonstrate（実演する）から,We watched a demonstration.,10,,,,,,
dense,密集した、濃い,density（密度）から,The forest is dense.,10,,,,,,
deny access,立ち入りを拒む,2語で1つの意味,They denied access to the site.,10,,,,,,
depth,深さ,deep（深い）から,What is the depth of the pool?,10,,,,,,
descend,下りる,ascend の反対,We descended the stairs.,10,,,,,,
deserve,～に値する,,You deserve a rest.,10,,,,,,
desire,願望、望む,名詞にも動詞にも使う,She has a strong desire to learn.,10,,,,,,
despite,～にもかかわらず,in spite of とほぼ同じ,"Despite the rain, we went out.",10,,,,,,
destination point,目的地,2語で1つの意味,Enter your destination point.,10,,,,,,
