問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
disaster drill,防災訓練,2語で1つの意味,We had a disaster drill today.,10,,,,,,
emergency exit,非常口,2語で1つの意味,Find the emergency exit.,10,,,,,,
fire alarm,火災報知器,2語で1つの意味,The fire alarm rang.,10,,,,,,
extinguisher,消火器,extinguish（消す）から,The extinguisher is by the door.,10,,,,,,
evacuation route,避難経路,2語で1つの意味,Memorize the evacuation route.,10,,,,,,
assembly point,避難場所,2語で1つの意味,Meet at the assembly point.,10,,,,,,
emergency kit,非常持ち出し袋,2語で1つの意味,Prepare an emergency kit.,10,,,,,,
flashlight,懐中電灯,flash（光る）＋ light（灯り）,Keep a flashlight ready.,10,,,,,,
tsunami,津波,日本語から英語になった語,A tsunami warning was issued.,10,,,,,,
aftershock,余震,after（後）＋ shock（衝撃）,Aftershocks continued for days.,10,,,,,,
landslide,土砂くずれ,land（土地）＋ slide（すべる）,Heavy rain caused a landslide.,10,,,,,,
hazard map,危険予測地図,2語で1つの意味,Check the hazard map.,10,,,,,,
stockpile,備蓄,stock（蓄え）＋ pile（積む）,We stockpile water and food.,10,,,,,,
helmet on,ヘルメットをかぶって,2語で1つの意味,Go outside with your helmet on.,10,,,,,,
duck and cover,身をふせて頭を守る,3語で1つの意味,Practice duck and cover.,10,,,,,,
traffic safety,交通安全,2語で1つの意味,We learned traffic safety.,10,,,,,,
crossing guard,横断歩道の見守り,2語で1つの意味,The crossing guard helps us.,10,,,,,,
helmet strap,ヘルメットのあごひも,2語で1つの意味,Fasten the helmet strap.,10,,,,,,
reflector,反射板,reflect（反射する）＋ or,Put a reflector on your bag.,10,,,,,,
safety check,安全確認,2語で1つの意味,Do a safety check first.,10,,,,,,
