問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
partly,部分的に,part（部分）＋ ly,The story is partly true.,10,,,,,,
pass,通る、手渡す、合格する,意味が多い,"Pass me the salt, please.",10,,,,,,
passage,一節、通路,意味が2つある,Read the passage aloud.,10,,,,,,
pasta,パスタ,,We had pasta for lunch.,10,,,,,,
path,小道,,Follow the path to the lake.,10,,,,,,
PC,パソコン,personal computer の略,My PC is slow.,10,,,,,,
pea,えんどう豆,,Add some green peas.,10,,,,,,
pear,洋なし,,This pear is very sweet.,10,,,,,,
penfriend,文通相手,pen ＋ friend,I have a penfriend abroad.,10,,,,,,
pepper,こしょう、ピーマン,意味が2つある,Add salt and pepper.,10,,,,,,
perfectly,完全に,perfect（完全な）＋ ly,It fits perfectly.,10,,,,,,
perfume,香水,,Her perfume smells nice.,10,,,,,,
perhaps,たぶん,maybe とほぼ同じ,Perhaps he forgot.,10,,,,,,
petrol,ガソリン,イギリスでの言い方,The car needs petrol.,10,,,,,,
photographer,写真家,photograph ＋ er,She is a wildlife photographer.,10,,,,,,
photography,写真撮影,,Photography is his hobby.,10,,,,,,
physically,身体的に,physical（身体の）＋ ly,The work is physically hard.,10,,,,,,
pile,積み重ね,,There is a pile of books.,10,,,,,,
pill,錠剤,,Take one pill after meals.,10,,,,,,
pilot,操縦士,,The pilot announced the delay.,10,,,,,,
