問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
take into account,考慮に入れる,4語で1つの意味,Take the cost into account.,10,,,,,,
come up with,思いつく,3語で1つの意味,She came up with a good idea.,10,,,,,,
put up with,がまんする,3語で1つの意味,I cannot put up with the noise.,10,,,,,,
look into,調べる,2語で1つの意味,We will look into the matter.,10,,,,,,
carry out,実行する,2語で1つの意味,They carried out the plan.,10,,,,,,
bring about,引き起こす,2語で1つの意味,The law brought about change.,10,,,,,,
account for,説明する、占める,2語で1つの意味,Exports account for half of sales.,10,,,,,,
make up for,埋め合わせる,3語で1つの意味,I will make up for the delay.,10,,,,,,
keep track of,把握しておく,3語で1つの意味,Keep track of your spending.,10,,,,,,
run out of,使い果たす,3語で1つの意味,We ran out of paper.,10,,,,,,
get rid of,取り除く,3語で1つの意味,Get rid of the old files.,10,,,,,,
take advantage of,利用する,3語で1つの意味,Take advantage of the discount.,10,,,,,,
be subject to,～を受けやすい,3語で1つの意味,Prices are subject to change.,10,,,,,,
be bound to,～する運命だ、必ず～する,3語で1つの意味,He is bound to succeed.,10,,,,,,
be supposed to,～することになっている,3語で1つの意味,You are supposed to sign here.,10,,,,,,
be about to,今にも～しようとする,3語で1つの意味,The show is about to start.,10,,,,,,
as a matter of fact,実のところ,5語で1つの意味,"As a matter of fact, I agree.",10,,,,,,
for the sake of,～のために,4語で1つの意味,"For the sake of safety, stop here.",10,,,,,,
in light of,～を考えると,3語で1つの意味,"In light of the data, we changed course.",10,,,,,,
with a view to,～する目的で,4語で1つの意味,We met with a view to solving it.,10,,,,,,
