問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
oneself,自分自身,myself や himself のもとになる形,One should not blame oneself.,10,,,,,,
onstage,舞台の上で,on ＋ stage,The singer went onstage.,10,,,,,,
onto,〜の上へ,on to とも書く,He climbed onto the table.,10,,,,,,
opening,開くこと、あき、開店,open から,The opening is at ten.,10,,,,,,
oppress,圧迫する、しいたげる,,The rulers oppressed the people.,10,,,,,,
oppression,圧迫、しいたげ,oppress から,They lived under oppression.,10,,,,,,
option,選択肢,,You have two options.,10,,,,,,
oral,口頭試験,「口の」という意味の形容詞もある,She passed the oral.,10,,,,,,
orderly,きちんとした、整然とした,order（順序）から,The line was orderly.,10,,,,,,
ordinary,ふつうの,extraordinary（なみはずれた）と対で覚える,It was an ordinary day.,10,,,,,,
organisation,組織、団体,英国のつづり。米国では organization,She works for a small organisation.,10,,,,,,
origin,起源、始まり,original（もとの）の仲間,The word has a Latin origin.,10,,,,,,
ought to,〜すべきである,2語で1つの意味,You ought to apologise.,10,,,,,,
out-of-date,時代おくれの、期限切れの,,The map is out-of-date.,10,,,,,,
outdoor,屋外の,indoor（屋内の）と対で使う,They held an outdoor concert.,10,,,,,,
outdoors,屋外で,indoors（屋内で）と対で使う,We ate outdoors.,10,,,,,,
outer,外側の,inner（内側の）と対で使う,Remove the outer layer.,10,,,,,,
outlaw,非合法とする,,The country outlawed the practice.,10,,,,,,
outstanding,目立ってすぐれた、未払いの,意味が2つある,She gave an outstanding performance.,10,,,,,,
outward,外向きの、外見の,inward（内向きの）と対で使う,He showed no outward sign of fear.,10,,,,,,
