問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
who,だれ,,Who is that man?,10,,,,,,
what,何,,What do you want?,10,,,,,,
where,どこ,,Where do you live?,10,,,,,,
why,なぜ,,Why are you late?,10,,,,,,
how,どのように、どれくらい,,How do you go to school?,10,,,,,,
which,どちら,,Which do you like better?,10,,,,,,
whose,だれの,,Whose bag is this?,10,,,,,,
how many,いくつ,数えられるものに使う,How many books do you have?,10,,,,,,
how much,いくら、どれくらい,値段や量に使う,How much is this shirt?,10,,,,,,
how long,どのくらいの間,時間や長さに使う,How long did you wait?,10,,,,,,
how often,どのくらいの頻度で,,How often do you play tennis?,10,,,,,,
how far,どのくらい遠く,,How far is the station?,10,,,,,,
how old,何歳,,How old is your brother?,10,,,,,,
what time,何時,,What time does the movie start?,10,,,,,,
what kind of,どんな種類の,3語で1つの意味,What kind of music do you like?,10,,,,,,
anything,何か、何でも,疑問文や否定文で使う,Do you need anything?,10,,,,,,
something,何か,ふつうの文で使う,I have something to tell you.,10,,,,,,
nothing,何も～ない,1語で否定の意味を持つ,I have nothing to do.,10,,,,,,
anywhere,どこかに、どこでも,,I did not go anywhere.,10,,,,,,
somewhere,どこかに,,I left my umbrella somewhere.,10,,,,,,
