問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
like,好きである,,I like music very much.,10,,,,,,
love,大好きである、愛する,like よりも強い,I love my family.,10,,,,,,
want,ほしい、～したい,want to ～ で「～したい」,I want a new bike.,10,,,,,,
need,必要とする,,I need your help.,10,,,,,,
hope,望む、希望,,I hope you are well.,10,,,,,,
think,思う、考える,,I think it is a good idea.,10,,,,,,
know,知っている,,I know his name.,10,,,,,,
remember,覚えている、思い出す,,I remember your face.,10,,,,,,
forget,忘れる,,Do not forget your homework.,10,,,,,,
enjoy,楽しむ,,I enjoy playing tennis.,10,,,,,,
interesting,おもしろい、興味深い,人ではなく物事に使う,This book is interesting.,10,,,,,,
favorite,お気に入りの,,My favorite color is blue.,10,,,,,,
afraid,こわがって,be afraid of ～ の形で使う,I am afraid of dogs.,10,,,,,,
angry,おこった,,Why are you angry?,10,,,,,,
glad,うれしい,,I am glad to see you.,10,,,,,,
nice,すてきな、親切な,,That is a nice hat.,10,,,,,,
friendly,人なつっこい、親しみやすい,friend（友だち）＋ ly,Our teacher is friendly.,10,,,,,,
quiet,静かな,,Please be quiet in the library.,10,,,,,,
careful,注意深い,care（注意）＋ ful（満ちた）,Be careful on the stairs.,10,,,,,,
strong,強い,,He is very strong.,10,,,,,,
