問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
travel agent,旅行代理店の人,2語で1つの意味,The travel agent booked our flight.,10,,,,,,
treat,扱う、おごる,意味が2つある,Treat others with respect.,10,,,,,,
tremble,ふるえる,,His hands trembled.,10,,,,,,
trigger,引き金、引き起こす,意味が2つある,The news triggered a debate.,10,,,,,,
trim,刈りこむ、切りそろえる,,He trimmed the hedge.,10,,,,,,
triumph,勝利、大成功,,The concert was a triumph.,10,,,,,,
tropical,熱帯の,,They visited a tropical island.,10,,,,,,
trumpet,トランペット,,She plays the trumpet.,10,,,,,,
trustworthy,信頼できる,trust ＋ worthy（値する）,He is a trustworthy friend.,10,,,,,,
tumble,転げ落ちる,,The boy tumbled down the hill.,10,,,,,,
tuna,マグロ,,I had a tuna sandwich.,10,,,,,,
turbulence,乱気流、動揺,,The plane hit turbulence.,10,,,,,,
turning,曲がり角,turn から,Take the second turning.,10,,,,,,
twist,ねじる、ひねり,意味が2つある,She twisted her ankle.,10,,,,,,
typically,ふつうは、典型的に,typical（典型的な）から,He typically arrives at eight.,10,,,,,,
unable,〜できない,able（できる）の打ち消し,I was unable to attend.,10,,,,,,
unafraid,こわがらない,afraid（こわい）の打ち消し,She was unafraid of the storm.,10,,,,,,
unbelievable,信じられない,believable の打ち消し,The story is unbelievable.,10,,,,,,
uncertainty,不確かさ,certain（確かな）の打ち消しから,There is much uncertainty.,10,,,,,,
unclear,はっきりしない,clear（はっきりした）の打ち消し,The reason is still unclear.,10,,,,,,
