問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
agricultural,農業の,agriculture（農業）から,This is agricultural land.,10,,,,,,
aim,目標、ねらう,名詞にも動詞にも使う,Our aim is to finish today.,10,,,,,,
airline,航空会社,air ＋ line,The airline canceled the flight.,10,,,,,,
alcohol,アルコール、酒,,Alcohol is not for minors.,10,,,,,,
alike,似ている、同様に,,The twins look alike.,10,,,,,,
allergic,アレルギーの,allergy（アレルギー）から,I am allergic to eggs.,10,,,,,,
aloud,声に出して,loud（大きい）から,Read the passage aloud.,10,,,,,,
alphabet,アルファベット,,The alphabet has 26 letters.,10,,,,,,
altogether,全部で、まったく,,"That is 3,000 yen altogether.",10,,,,,,
amazing,驚くべき,amaze（驚かせる）から,The view was amazing.,10,,,,,,
ambitious,野心的な,ambition（野心）から,She is an ambitious student.,10,,,,,,
amusing,おもしろい,amuse（楽しませる）から,His story was amusing.,10,,,,,,
anger,怒り,angry（怒った）から,He controlled his anger.,10,,,,,,
animation,アニメ、活気,,Japanese animation is popular.,10,,,,,,
announcement,発表、知らせ,announce（発表する）から,They made an announcement.,10,,,,,,
annually,毎年,annual（年1回の）＋ ly,The festival is held annually.,10,,,,,,
ant,あり,,Ants carry food to the nest.,10,,,,,,
antique,骨とう品,,This clock is an antique.,10,,,,,,
apology,謝罪,apologize（あやまる）から,I owe you an apology.,10,,,,,,
applaud,拍手する,applause（拍手）から,The audience applauded loudly.,10,,,,,,
