問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
frost,霜,,There was frost on the window.,10,,,,,,
frustrated,いらだった、思うようにいかない,人の気持ちをあらわす,He felt frustrated by the delay.,10,,,,,,
frustration,いらだち,frustrate（じゃまする）から,She shouted in frustration.,10,,,,,,
frying pan,フライパン,2語で1つの意味,Heat the frying pan first.,10,,,,,,
fuel,燃料,,The car needs fuel.,10,,,,,,
full stop,句点、ピリオド,英国でよく使う言い方,End the sentence with a full stop.,10,,,,,,
full-time,常勤の、全時間の,part-time（非常勤の）と対で使う,She has a full-time job.,10,,,,,,
fund,資金、資金を出す,意味が2つある,They raised a fund for the school.,10,,,,,,
funeral,葬式,,The funeral was held on Monday.,10,,,,,,
fur,毛皮、けもののやわらかい毛,,The cat has soft fur.,10,,,,,,
furnish,家具を備えつける,furniture（家具）の仲間,They furnished the flat cheaply.,10,,,,,,
furthest,いちばん遠くに,far の形が変わったもの,That house is the furthest away.,10,,,,,,
fuss,大さわぎ,,Do not make a fuss about it.,10,,,,,,
gain,得る、増える,,He gained a lot of experience.,10,,,,,,
gall,ずうずうしさ、胆汁,意味が2つある,He had the gall to ask again.,10,,,,,,
gallon,ガロン（かさの単位）,,The tank holds ten gallons.,10,,,,,,
gaol,刑務所,英国の古いつづり。いまは jail,He was sent to gaol.,10,,,,,,
garment,衣服の1点,,This garment must be washed by hand.,10,,,,,,
gay,同性愛の,,They joined a gay rights march.,10,,,,,,
gee,おや、へえ,驚きをあらわす話しことば,"Gee, that was fast.",10,,,,,,
