問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
introduction,紹介、導入,introduce（紹介する）から,He wrote the introduction.,10,,,,,,
invasion,侵入、侵略,invade（侵入する）から,The invasion began at dawn.,10,,,,,,
investigation,調査,investigate（調べる）から,The investigation took months.,10,,,,,,
involuntarily,思わず、無意識に,voluntary（自発的な）の打ち消しから,She involuntarily stepped back.,10,,,,,,
involved,関わっている、複雑な,involve（巻きこむ）から,He was involved in the project.,10,,,,,,
iron,鉄、アイロンをかける,意味が2つある,Please iron this shirt.,10,,,,,,
ironing,アイロンがけ,iron から,I did the ironing this morning.,10,,,,,,
irregular,不規則な,regular（規則的な）の打ち消し,This verb is irregular.,10,,,,,,
irritate,いらだたせる,,The noise irritated everyone.,10,,,,,,
isle,小島,島の名前によく使う,They sailed to a small isle.,10,,,,,,
isolation,孤立、隔離,isolate（引き離す）から,He lived in isolation.,10,,,,,,
ivory,象牙,,The comb is made of ivory.,10,,,,,,
jade,ひすい,緑色の宝石,She wore a jade ring.,10,,,,,,
jail,刑務所,英国では gaol とも書く,He spent a year in jail.,10,,,,,,
jar,びん、つぼ,,Open the jam jar.,10,,,,,,
jazz,ジャズ,,He plays jazz on the piano.,10,,,,,,
jewel,宝石,jewellery（宝飾品）の仲間,The crown has many jewels.,10,,,,,,
jog,ゆっくり走る,,I jog before breakfast.,10,,,,,,
jogging,ジョギング,jog から,Jogging keeps him healthy.,10,,,,,,
joint,共同の、関節,意味が2つある,They made a joint decision.,10,,,,,,
