問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
service,サービス、奉仕,,The service at that hotel is good.,10,,,,,,
refund,払いもどし,re（戻す）＋ fund（資金）,I asked for a refund.,10,,,,,,
discount,割引,,Students get a discount.,10,,,,,,
guarantee,保証、保証する,,This product has a one-year guarantee.,10,,,,,,
shipping,発送、配送,ship（送る）＋ ing,Shipping takes three days.,10,,,,,,
package,包み、小包,,A package arrived for you.,10,,,,,,
purchase,購入する、購入,buy よりかたい言い方,I purchased it online.,10,,,,,,
cash,現金,,Do you accept cash?,10,,,,,,
credit card,クレジットカード,2語で1つの意味,I paid with a credit card.,10,,,,,,
cashier,レジ係,cash（現金）＋ ier（人）,Pay at the cashier.,10,,,,,,
counter,カウンター,,Please go to the counter.,10,,,,,,
stock,在庫、蓄え,out of stock で「品切れ」,That item is out of stock.,10,,,,,,
item,品目、品物,,How many items do you need?,10,,,,,,
label,ラベル、札,,Read the label carefully.,10,,,,,,
brand-new,新品の,2語で1つの意味,This is a brand-new car.,10,,,,,,
secondhand,中古の,second（2番目）＋ hand（手）,I bought a secondhand bike.,10,,,,,,
complaint,苦情,complain（不平を言う）から,They received a complaint.,10,,,,,,
satisfaction,満足,satisfy（満足させる）から,Customer satisfaction is important.,10,,,,,,
