問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
accomplish,成し遂げる,achieve よりかたい言い方,He accomplished the task.,10,,,,,,
admit,認める,,He admitted his mistake.,10,,,,,,
avoid,避ける,,Avoid eating too much sugar.,10,,,,,,
behave,ふるまう,behavior（行動）から,Please behave well.,10,,,,,,
complain,不平を言う,complain about ～ の形で使う,He complained about the noise.,10,,,,,,
confuse,混乱させる,,The question confused me.,10,,,,,,
deliver,配達する,,They deliver the newspaper early.,10,,,,,,
describe,説明する、描写する,,Describe the picture in English.,10,,,,,,
divide,分ける,divide A into B の形で使う,Divide the class into groups.,10,,,,,,
encourage,励ます,courage（勇気）から,My teacher encouraged me.,10,,,,,,
escape,にげる,,The bird escaped from the cage.,10,,,,,,
expressed,表現した,express（表現する）の過去形,She expressed her thanks.,10,,,,,,
hesitate,ためらう,,Do not hesitate to ask.,10,,,,,,
ignore,無視する,,Do not ignore the warning.,10,,,,,,
maintain,維持する,,We must maintain the machine.,10,,,,,,
obtain,手に入れる,get よりかたい言い方,He obtained a license.,10,,,,,,
provide,提供する,provide A with B の形で使う,The hotel provides breakfast.,10,,,,,,
remind,思い出させる,remind A of B の形で使う,This song reminds me of summer.,10,,,,,,
require,必要とする,need よりかたい言い方,This job requires English.,10,,,,,,
respect,尊敬する、尊敬,名詞にも動詞にも使う,I respect my grandfather.,10,,,,,,
