問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
be able to,～できる,can とほぼ同じ,I was able to finish it.,10,,,,,,
be going to,～するつもりだ,予定を表す,I am going to visit Kyoto.,10,,,,,,
used to,以前は～だった,今は違うことを表す,I used to play the piano.,10,,,,,,
would like to,～したい,want to のていねいな形,I would like to ask a question.,10,,,,,,
had better,～したほうがよい,強めの助言,You had better rest.,10,,,,,,
have to,～しなければならない,must とほぼ同じ,I have to go now.,10,,,,,,
do not have to,～する必要はない,3語で1つの意味,You do not have to come.,10,,,,,,
look forward to,～を楽しみに待つ,あとに ing 形を置く,I look forward to seeing you.,10,,,,,,
take part in,～に参加する,3語で1つの意味,I took part in the contest.,10,,,,,,
give up,あきらめる,2語で1つの意味,Do not give up.,10,,,,,,
put off,延期する,2語で1つの意味,They put off the meeting.,10,,,,,,
find out,見つけ出す、知る,2語で1つの意味,I found out the truth.,10,,,,,,
care for,世話をする、好む,2語で1つの意味,She cares for her grandmother.,10,,,,,,
get along with,～と仲よくやる,3語で1つの意味,I get along with my classmates.,10,,,,,,
be made of,～でできている,材料が見て分かるとき,This desk is made of wood.,10,,,,,,
be made from,～から作られる,材料が形を変えたとき,Cheese is made from milk.,10,,,,,,
be full of,～でいっぱいだ,3語で1つの意味,The box is full of books.,10,,,,,,
be interested in,～に興味がある,3語で1つの意味,I am interested in history.,10,,,,,,
be worried about,～を心配している,3語で1つの意味,She is worried about the test.,10,,,,,,
be known for,～で知られている,3語で1つの意味,This town is known for its castle.,10,,,,,,
