問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
mislead,誤解させる,mis（誤って）＋ lead（導く）,The sign misled us.,10,,,,,,
mission,任務、使命,,The mission was a success.,10,,,,,,
misty,霧の深い,mist（霧）から,The morning was misty.,10,,,,,,
misunderstanding,誤解,mis（誤って）＋ understanding,It was just a misunderstanding.,10,,,,,,
mixing bowl,混ぜ合わせるボウル,2語で1つの意味,Put the flour in a mixing bowl.,10,,,,,,
modal,助動詞,文法のことば,Can is a modal.,10,,,,,,
modal verb,助動詞,2語で1つの意味。文法のことば,Must is a modal verb.,10,,,,,,
modem,モデム（通信の機器）,,The modem stopped working.,10,,,,,,
moisture,湿気、水分,,The air has too much moisture.,10,,,,,,
monk,修道士、僧,,The monk lived in the mountains.,10,,,,,,
monster,怪物,,The child drew a monster.,10,,,,,,
monthly,毎月の,month から,She writes a monthly report.,10,,,,,,
moral,教訓、道徳,,The story has a clear moral.,10,,,,,,
mosquito,蚊,,A mosquito bit my arm.,10,,,,,,
moss,コケ,,Moss covered the stone.,10,,,,,,
motherland,祖国,mother ＋ land,He returned to his motherland.,10,,,,,,
motionless,動かない,motion（動き）＋ less,The cat sat motionless.,10,,,,,,
motive,動機,,The police looked for a motive.,10,,,,,,
motor,モーター、発動機,,The motor makes a strange sound.,10,,,,,,
motorcycle,オートバイ,motor ＋ cycle,He rides a motorcycle to work.,10,,,,,,
