問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
touch,さわる、感触,名詞にも動詞にも使う,Do not touch the painting.,10,,,,,,
smell,におい、においがする,名詞にも動詞にも使う,This flower smells sweet.,10,,,,,,
sound,音、～に聞こえる,名詞にも動詞にも使う,That sounds interesting.,10,,,,,,
feel,感じる,,I feel tired today.,10,,,,,,
stare,じっと見る,,Do not stare at people.,10,,,,,,
glance,ちらっと見る,,She glanced at her watch.,10,,,,,,
nod,うなずく,,He nodded in agreement.,10,,,,,,
shake,ふる、ゆれる,shake hands で「握手する」,We shook hands.,10,,,,,,
wave,手をふる、波,意味が2つある,She waved goodbye.,10,,,,,,
point at,～を指さす,2語で1つの意味,He pointed at the map.,10,,,,,,
lift,持ち上げる,,Lift the box carefully.,10,,,,,,
bend,曲げる、かがむ,,Bend your knees.,10,,,,,,
lean,もたれる、傾く,,Do not lean on the door.,10,,,,,,
reach,手を伸ばす、着く,意味が2つある,I cannot reach the top shelf.,10,,,,,,
hold,持つ、支える,,Hold my bag for a moment.,10,,,,,,
drop,落とす、落ちる,,I dropped my pen.,10,,,,,,
press,押す,,Press this button firmly.,10,,,,,,
knock,ノックする,k を読まない,Knock before you enter.,10,,,,,,
breath,息,動詞は breathe,Take a deep breath.,10,,,,,,
