問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
trouble,困りごと、面倒,in trouble で「困って」,I am in trouble.,10,,,,,,
issue,問題、発行する,意味が2つある,This is a serious issue.,10,,,,,,
solution,解決策,solve（解決する）から,We found a good solution.,10,,,,,,
solve,解決する,,Can you solve this problem?,10,,,,,,
conflict,対立、争い,,There was a conflict between them.,10,,,,,,
argument,口論、議論,argue（議論する）から,They had an argument.,10,,,,,,
apologize,あやまる,apology（謝罪）から,He apologized for being late.,10,,,,,,
forgive,許す,,Please forgive me.,10,,,,,,
blame,非難する,,Do not blame others.,10,,,,,,
warn,警告する,warning（警告）から,She warned me about the danger.,10,,,,,,
threat,おどし、脅威,,That is a serious threat.,10,,,,,,
risk,危険、リスク,,There is a risk of rain.,10,,,,,,
crime,犯罪,,Crime has decreased in this city.,10,,,,,,
theft,ぬすみ、窃盗,thief（どろぼう）から,The theft was reported.,10,,,,,,
victim,被害者,,They helped the victims.,10,,,,,,
witness,目撃者、目撃する,,She was a witness to the accident.,10,,,,,,
evidence,証拠,数えない名詞,There is no evidence.,10,,,,,,
punish,罰する,,The rule punishes cheating.,10,,,,,,
