問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
bang,ばんという音、強く打つ,,The door shut with a bang.,10,,,,,,
barman,バーの店員,英国でよく使う言い方,The barman poured the drink.,10,,,,,,
bathe,水につける、入浴する,発音は「ベイズ」,She bathed her feet in the river.,10,,,,,,
beaver,ビーバー,,A beaver built a dam.,10,,,,,,
bedside,まくらもと,bed ＋ side,The clock is at my bedside.,10,,,,,,
behalf,〜のために,on behalf of の形で使う,I speak on behalf of the class.,10,,,,,,
beloved,最愛の,,She lost her beloved cat.,10,,,,,,
bent,曲がった,bend（曲げる）の形が変わったもの,The nail is bent.,10,,,,,,
bin,ごみ入れ、大きな入れ物,英国でよく使う言い方,Put the paper in the bin.,10,,,,,,
biochemistry,生化学,bio（生命）＋ chemistry（化学）,She studies biochemistry.,10,,,,,,
bishop,司教、（チェスの）ビショップ,意味が2つある,The bishop visited the church.,10,,,,,,
blogger,ブログを書く人,,The blogger writes every day.,10,,,,,,
boldly,大胆に,bold（大胆な）から,He spoke boldly to the crowd.,10,,,,,,
brainstorming,思いつきを出し合うこと,brain（頭）＋ storm（あらし）,We had a brainstorming session.,10,,,,,,
breeding,繁殖、飼育,breed（育てる）から,The breeding season starts in spring.,10,,,,,,
broccoli,ブロッコリー,,I eat broccoli every day.,10,,,,,,
brotherhood,兄弟のような仲間、友愛,brother ＋ hood（状態）,They felt a strong brotherhood.,10,,,,,,
buddy,仲間、相棒,話しことばでよく使う,He is my old buddy.,10,,,,,,
bulletin,公式の知らせ、会報,,The bulletin came out today.,10,,,,,,
bureau,事務局、（役所の）局,もとはフランス語,She works at the travel bureau.,10,,,,,,
