問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
designate,指定する、任命する,,This area is designated as a park.,10,,,,,,
devise,考案する,,They devised a new method.,10,,,,,,
discard,捨てる,,Discard the old files.,10,,,,,,
disclose,公開する、明かす,close（閉じる）の反対の動き,The company disclosed the data.,10,,,,,,
dispute,論争する、異議を唱える,,They dispute the results.,10,,,,,,
divert,そらす、転換する,,Traffic was diverted.,10,,,,,,
embrace,受け入れる、抱きしめる,,They embraced the new idea.,10,,,,,,
enact,制定する,,The government enacted a law.,10,,,,,,
encompass,含む、取り囲む,,The study encompasses ten years.,10,,,,,,
endorse,支持する、推薦する,,The mayor endorsed the plan.,10,,,,,,
entail,伴う、必要とする,,The job entails long hours.,10,,,,,,
erode,侵食する、そこなう,erosion（侵食）から,Waves erode the shore.,10,,,,,,
evoke,呼び起こす,,The song evokes memories.,10,,,,,,
exert,（力を）働かせる,exert influence で「影響を及ぼす」,He exerted great influence.,10,,,,,,
exploit,利用する、搾取する,,They exploit natural resources.,10,,,,,,
foresee,予見する,fore（前）＋ see（見る）,No one foresaw the change.,10,,,,,,
gauge,測る、判断する,,It is hard to gauge the effect.,10,,,,,,
govern,統治する、支配する,government（政府）から,Laws govern our conduct.,10,,,,,,
hamper,妨げる,,Snow hampered the rescue.,10,,,,,,
highlight,強調する、目立たせる,,The report highlights the risk.,10,,,,,,
