問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
office,事務所、会社,,My father works in an office.,10,,,,,,
company,会社,,She works for a big company.,10,,,,,,
factory,工場,,The factory makes cars.,10,,,,,,
shop clerk,店員,2語で1つの意味,The shop clerk was kind.,10,,,,,,
engineer,技術者,,He wants to be an engineer.,10,,,,,,
scientist,科学者,science（科学）＋ ist（人）,She is a famous scientist.,10,,,,,,
artist,芸術家,art（芸術）＋ ist（人）,The artist painted this.,10,,,,,,
musician,音楽家,music（音楽）＋ ian（人）,He is a professional musician.,10,,,,,,
reporter,記者,report（報告する）＋ er,The reporter asked questions.,10,,,,,,
volunteer,ボランティア,,I work as a volunteer.,10,,,,,,
business,仕事、事業,,He is on a business trip.,10,,,,,,
customer service,顧客対応,2語で1つの意味,Their customer service is good.,10,,,,,,
salary,給料,,He gets a good salary.,10,,,,,,
interview,面接、取材,,I have a job interview.,10,,,,,,
experience,経験,,That was a good experience.,10,,,,,,
skill,技術、うでまえ,,She has good computer skills.,10,,,,,,
training,訓練,train（訓練する）＋ ing,The training takes two weeks.,10,,,,,,
project,計画、事業,,We started a new project.,10,,,,,,
plan,計画、計画する,名詞にも動詞にも使う,What are your plans?,10,,,,,,
goal,目標、ゴール,,My goal is to speak English well.,10,,,,,,
