問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
cabin,小屋、客室,意味が2つある,We stayed in a mountain cabin.,10,,,,,,
cage,おり、かご,,The bird is in a cage.,10,,,,,,
calculate,計算する,calculation（計算）から,Calculate the total cost.,10,,,,,,
calculation,計算,calculate（計算する）から,Check your calculation.,10,,,,,,
calculator,計算機,calculate ＋ or,May I use a calculator?,10,,,,,,
calf,子牛、ふくらはぎ,複数形は calves,The calf stayed near its mother.,10,,,,,,
camel,らくだ,,Camels cross the desert.,10,,,,,,
campsite,キャンプ場,camp ＋ site,The campsite is by the river.,10,,,,,,
canal,運河,,The canal connects two rivers.,10,,,,,,
cancel,取り消す,cancellation（取り消し）から,They canceled the game.,10,,,,,,
cancer,がん,,Early tests can find cancer.,10,,,,,,
candle,ろうそく,,Light the candles on the cake.,10,,,,,,
canned,缶詰の,can（缶）から,We keep canned food for emergencies.,10,,,,,,
capsule,カプセル,,Take one capsule a day.,10,,,,,,
capture,とらえる、記録する,,The photo captured the moment.,10,,,,,,
careless,不注意な,care ＋ less（無い）,That was a careless mistake.,10,,,,,,
carelessly,不注意に,careless ＋ ly,He drove carelessly.,10,,,,,,
carpet,じゅうたん,,The carpet is soft.,10,,,,,,
carriage,客車、馬車,,The carriage was crowded.,10,,,,,,
carton,紙パック、箱,,Buy a carton of milk.,10,,,,,,
