問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
bravely,勇敢に,brave（勇敢な）＋ ly,He fought bravely.,10,,,,,,
breast,胸,,She held the baby to her breast.,10,,,,,,
breathless,息を切らして,breath ＋ less,He arrived breathless.,10,,,,,,
breed,育てる、品種,名詞にも動詞にも使う,They breed horses here.,10,,,,,,
brick,れんが,,The house is made of brick.,10,,,,,,
brief,短い、簡潔な,briefly（簡潔に）から,Give me a brief summary.,10,,,,,,
briefly,簡潔に、短く,brief（短い）＋ ly,Explain it briefly.,10,,,,,,
brightly,明るく,bright（明るい）＋ ly,The stars shone brightly.,10,,,,,,
broad,幅の広い,narrow の反対,He has broad shoulders.,10,,,,,,
bronze,青銅、銅メダル,,She won a bronze medal.,10,,,,,,
bubble,あわ,,Bubbles rose in the glass.,10,,,,,,
builder,建てる人,build ＋ er,The builder finished the roof.,10,,,,,,
bull,雄牛,cow の対,The bull charged forward.,10,,,,,,
bullet,弾丸,,The bullet train is fast.,10,,,,,,
bump,ぶつかる、こぶ,名詞にも動詞にも使う,I bumped into a friend.,10,,,,,,
bunch,束、房,,She bought a bunch of flowers.,10,,,,,,
burglar,泥棒,,A burglar broke in last night.,10,,,,,,
burst,破裂する,過去形も burst,The balloon burst.,10,,,,,,
butcher,肉屋,,Buy meat at the butcher.,10,,,,,,
buyer,買い手,buy ＋ er,The buyer paid in cash.,10,,,,,,
