問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
psychologist,心理学者,,The psychologist studies memory.,10,,,,,,
queen,女王,king の対,The queen visited the school.,10,,,,,,
quick,速い,quickly（すばやく）から,Give me a quick answer.,10,,,,,,
quietly,静かに,quiet（静かな）＋ ly,She closed the door quietly.,10,,,,,,
quit,やめる,過去形も quit,He quit smoking last year.,10,,,,,,
racket,ラケット,,My tennis racket is new.,10,,,,,,
raise,上げる、育てる,意味が2つある,Raise your hand.,10,,,,,,
rap,ラップ音楽,,He listens to rap.,10,,,,,,
rather,むしろ、かなり,would rather で「むしろ～したい」,It is rather cold today.,10,,,,,,
rating,評価、格付け,rate（評価する）から,The movie has a high rating.,10,,,,,,
ray,光線,,A ray of light came through.,10,,,,,,
receptionist,受付係,reception（受付）から,Ask the receptionist.,10,,,,,,
refer,言及する、参照する,reference（参照）から,Refer to page ten.,10,,,,,,
regular,規則的な、いつもの,regularly（定期的に）から,He is a regular customer.,10,,,,,,
regularly,定期的に,regular（規則的な）＋ ly,Exercise regularly.,10,,,,,,
relaxed,くつろいだ,relax（くつろぐ）から,He looks relaxed.,10,,,,,,
represent,代表する、表す,,She represents our class.,10,,,,,,
request,依頼、たのむ,名詞にも動詞にも使う,I have one request.,10,,,,,,
retired,退職した,retire（退職する）から,My grandfather is retired.,10,,,,,,
reunion,再会、同窓会,re ＋ union,We had a class reunion.,10,,,,,,
