問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
fraction,分数,,Add the two fractions.,10,,,,,,
decimal,小数,,Write it as a decimal.,10,,,,,,
equation,方程式,equal（等しい）から,Solve the equation.,10,,,,,,
angle,角、角度,,Measure this angle.,10,,,,,,
diameter,直径,dia（横切る）＋ meter,The diameter is ten centimeters.,10,,,,,,
radius,半径,複数形は radii,The radius is half the diameter.,10,,,,,,
volume,体積、音量,意味が2つある,Calculate the volume of the box.,10,,,,,,
area,面積、地域,意味が2つある,Find the area of the triangle.,10,,,,,,
perimeter,周の長さ,,The perimeter is 20 meters.,10,,,,,,
multiply,かける,,Multiply five by three.,10,,,,,,
subtract,ひく,add の反対,Subtract two from ten.,10,,,,,,
sum,合計、和,,The sum is fifteen.,10,,,,,,
remainder,余り、残り,remain（残る）から,The remainder is two.,10,,,,,,
graph,グラフ,,Draw a graph of the data.,10,,,,,,
formula,公式、式,複数形は formulas,Use this formula.,10,,,,,,
ratio,比,,The ratio is two to three.,10,,,,,,
probability,確率,probable（ありそうな）から,The probability is one half.,10,,,,,,
parallel,平行の,,These two lines are parallel.,10,,,,,,
vertical,垂直の、縦の,horizontal の対,Draw a vertical line.,10,,,,,,
