問題,答え,解説,例文,制限時間,読み,誤答1,誤答2,誤答3,セット,画像
reserve,予約する,reservation（予約）から,I reserved a table for four.,10,,,,,,
waiter,給仕、ウェイター,,The waiter brought the menu.,10,,,,,,
tip,チップ、助言,意味が2つある,We left a tip on the table.,10,,,,,,
bill,請求書、勘定,イギリスでよく使う,"May I have the bill, please?",10,,,,,,
appetite,食欲,,I have no appetite today.,10,,,,,,
portion,一人前、部分,,The portion was too large.,10,,,,,,
ingredient,材料、原料,,What ingredients do we need?,10,,,,,,
flavor,風味、味,,This ice cream has a rich flavor.,10,,,,,,
bitter,苦い,,This coffee is bitter.,10,,,,,,
sour,すっぱい,,The lemon is very sour.,10,,,,,,
salty,塩からい,salt（塩）＋ y,The soup is too salty.,10,,,,,,
raw,生の,,Some people do not eat raw fish.,10,,,,,,
frozen,冷凍の,freeze（凍る）から,I bought frozen vegetables.,10,,,,,,
organic,有機の,,These are organic vegetables.,10,,,,,,
vegetarian,菜食主義者,,She is a vegetarian.,10,,,,,,
allergy,アレルギー,,I have an allergy to eggs.,10,,,,,,
takeout,持ち帰り,take（取る）＋ out（外へ）,I ordered takeout.,10,,,,,,
cafeteria,食堂、カフェテリア,,We eat in the school cafeteria.,10,,,,,,
grocery,食料品,grocery store で「食料品店」,I do the grocery shopping.,10,,,,,,
